Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
binary-trees,53.21,46.79,0.0,1.09,559,131.25,0
binary-trees,51.59,45.36,0.0,1.13,541,131.25,0
binary-trees,52.8,46.42,0.0,1.13,556,131.25,0
binary-trees,51.7,45.5,0.0,1.12,539,131.25,0
binary-trees,53.02,46.69,0.0,1.14,547,131.25,0
binary-trees,58.76,51.81,0.0,1.19,601,131.25,0
binary-trees,56.9,50.23,0.0,1.26,573,131.25,0
binary-trees,60.47,53.29,0.0,1.23,623,131.25,0
binary-trees,51.25,45.18,0.0,1.16,524,131.25,0
binary-trees,55.09,48.55,0.0,1.14,565,131.25,0
binary-trees,55.88,49.26,0.0,1.22,570,131.25,0
binary-trees,55.22,48.71,0.0,1.18,563,131.25,0
binary-trees,58.14,51.22,0.0,1.21,597,131.25,0
binary-trees,50.64,44.61,0.0,1.12,519,131.25,0
binary-trees,58.11,51.16,0.0,1.27,597,131.25,0
binary-trees,50.62,44.63,0.0,1.1,517,131.25,0
binary-trees,53.76,47.45,0.0,1.2,546,131.25,0
binary-trees,52.73,46.56,0.0,1.11,533,131.25,0
binary-trees,54.14,47.81,0.0,1.17,547,131.25,0
binary-trees,51.22,45.16,0.0,1.06,526,131.25,0
binary-trees,54.33,47.93,0.0,1.15,553,131.25,0
binary-trees,55.33,48.68,0.0,1.16,573,131.25,0
binary-trees,57.13,50.47,0.0,1.3,571,131.25,0
binary-trees,54.06,47.69,0.0,1.14,551,131.25,0
binary-trees,54.49,48.01,0.0,1.13,563,131.25,0
binary-trees,58.19,51.26,0.0,1.24,599,131.25,0
binary-trees,51.43,45.33,0.0,1.07,527,131.25,0
binary-trees,54.53,48.13,0.0,1.2,550,131.25,0
binary-trees,55.17,48.57,0.0,1.16,570,131.25,0
binary-trees,59.35,52.27,0.0,1.22,613,131.25,0
binary-trees,54.9,48.45,0.0,1.16,557,131.25,0
binary-trees,55.36,48.74,0.0,1.19,571,131.25,0
binary-trees,51.98,45.81,0.0,1.12,531,131.25,0
binary-trees,50.59,44.62,0.0,1.11,517,131.25,0
binary-trees,57.16,50.34,0.0,1.18,589,131.25,0
binary-trees,54.84,48.44,0.0,1.16,554,131.25,0
binary-trees,51.79,45.67,0.0,1.1,532,131.25,0
binary-trees,54.23,47.86,0.0,1.15,548,131.25,0
binary-trees,56.18,49.45,0.0,1.16,584,131.25,0
binary-trees,58.69,51.72,0.0,1.21,601,131.25,0
binary-trees,51.33,45.24,0.0,1.13,523,131.25,0
binary-trees,53.89,47.61,0.0,1.22,542,131.25,0
binary-trees,58.14,51.06,0.0,1.26,610,131.25,0
binary-trees,55.24,48.66,0.0,1.13,572,131.25,0
binary-trees,58.43,51.57,0.0,1.2,596,131.25,0
