Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,113.48,2737.8,0.04,1.87,0.0
C++,128.33,2986.8,0.04,1.87,0.0
C#,128.0,3540.2,0.04,1.87,0.0
Rust,76.48,2101.8,0.04,1.87,0.0
Java,134.1,3642.4,0.04,1.87,0.0
