Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,47.84,691.4,0.07,148.5,0.0
C++,385.21,8110.4,0.05,148.5,0.0
C#,386.54,4740.4,0.08,148.5,0.0
Rust,31.43,724.0,0.04,148.5,0.0
Java,243.29,3639.4,0.07,148.5,0.0
