Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,570.22,8555.2,0.07,12.23,0.0
C++,484.1,7240.2,0.07,12.23,0.0
C#,607.37,9110.6,0.07,12.23,0.0
Rust,515.27,7719.6,0.07,12.23,0.0
Java,141.1,1992.6,0.07,12.23,0.0
