Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,20.08,167.8,0.12,2.37,0.0
C++,12.39,106.2,0.12,2.37,0.0
C#,28.26,252.4,0.11,2.37,0.0
Rust,26.54,239.2,0.11,2.37,0.0
Java,30.68,310.4,0.1,2.37,0.0
