Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,267.1,3026.8,0.09,1.87,0.0
C++,275.53,3157.8,0.09,1.87,0.0
C#,532.21,6461.4,0.08,1.87,0.0
Rust,261.29,2999.0,0.09,1.87,0.0
Java,408.89,4218.2,0.1,1.87,0.0
