Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,55.71,696.4,0.08,131.25,0.0
C++,55.52,681.4,0.08,131.25,0.0
C#,425.64,9158.6,0.05,131.25,0.0
Rust,50.23,601.0,0.08,131.25,0.0
Java,144.65,1439.2,0.1,131.25,0.0
