Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,1.42,21.2,0.07,0.0,0.0
C++,0.25,2.6,0.1,0.0,0.0
C#,3.93,61.0,0.06,0.0,0.0
Rust,0.7,9.2,0.08,0.0,0.0
Java,1.99,21.8,0.09,0.0,0.0
