Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,1.46,37.0,0.04,0.0,0.0
C++,1.51,35.8,0.04,0.0,0.0
C#,5.06,119.6,0.04,0.0,0.0
Rust,3.39,79.8,0.04,0.0,0.0
Java,2.9,57.8,0.05,0.0,0.0
