Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
regex-redux,36.78,27.06,0.0,0.65,876,150.45,0
regex-redux,37.12,27.39,0.0,0.65,873,150.45,0
regex-redux,36.68,27.0,0.0,0.65,875,150.45,0
regex-redux,36.75,27.05,0.0,0.65,874,150.45,0
regex-redux,37.33,27.51,0.0,0.66,883,150.45,0
regex-redux,36.89,27.19,0.0,0.65,875,150.45,0
regex-redux,36.84,27.11,0.0,0.65,877,150.45,0
regex-redux,36.72,27.01,0.0,0.65,873,150.45,0
regex-redux,36.71,27.01,0.0,0.65,874,150.45,0
regex-redux,37.16,27.47,0.0,0.65,876,150.45,0
