Elapsed Time (ms);Package Energy (µJ);DRAM Energy (µJ)
1;38940.4296875;549.31640625
1;44372.55859375;610.3515625
1;79833.984375;1098.6328125
1;43457.03125;549.31640625
1;41931.15234375;610.3515625
2;42358.3984375;549.31640625
1;39367.67578125;549.31640625
1;41687.01171875;549.31640625
1;83068.84765625;1098.6328125
1;43762.20703125;549.31640625
1;39978.02734375;549.31640625
1;44433.59375;610.3515625
2;41259.765625;549.31640625
1;43151.85546875;549.31640625
1;38146.97265625;549.31640625
1;83923.33984375;1098.6328125
1;40649.4140625;549.31640625
1;44372.55859375;610.3515625
2;39001.46484375;488.28125
1;45288.0859375;610.3515625
1;38208.0078125;549.31640625
1;43701.171875;549.31640625
1;41381.8359375;549.31640625
1;41503.90625;549.31640625
1;43029.78515625;610.3515625
2;38452.1484375;488.28125
1;43640.13671875;610.3515625
1;40222.16796875;549.31640625
1;86975.09765625;1098.6328125
1;41442.87109375;549.31640625
1;41015.625;549.31640625
2;42236.328125;610.3515625
1;42846.6796875;549.31640625
1;40649.4140625;549.31640625
1;83007.8125;1098.6328125
1;42602.5390625;610.3515625
1;41564.94140625;488.28125
2;41320.80078125;549.31640625
1;42846.6796875;610.3515625
1;40283.203125;549.31640625
1;40893.5546875;549.31640625
1;85632.32421875;1098.6328125
1;42785.64453125;549.31640625
1;41687.01171875;549.31640625
2;43518.06640625;610.3515625
1;39367.67578125;549.31640625
1;43395.99609375;549.31640625
1;40771.484375;549.31640625
1;41198.73046875;549.31640625
1;42175.29296875;549.31640625
1;41687.01171875;610.3515625
2;39611.81640625;549.31640625
1;43579.1015625;549.31640625
1;41320.80078125;549.31640625
1;85021.97265625;1098.6328125
1;39428.7109375;549.31640625
1;43518.06640625;549.31640625
2;41442.87109375;549.31640625
1;43640.13671875;610.3515625
1;37841.796875;549.31640625
1;41015.625;549.31640625
1;42663.57421875;549.31640625
1;40527.34375;549.31640625
1;42602.5390625;610.3515625
2;41015.625;549.31640625
1;39916.9921875;549.31640625
1;41748.046875;549.31640625
1;84167.48046875;1098.6328125
1;43701.171875;549.31640625
1;42785.64453125;549.31640625
1;40588.37890625;549.31640625
2;41503.90625;549.31640625
1;43945.3125;610.3515625
1;83068.84765625;1098.6328125
1;41503.90625;549.31640625
1;40588.37890625;549.31640625
2;42053.22265625;610.3515625
1;39306.640625;549.31640625
1;44372.55859375;549.31640625
1;38391.11328125;549.31640625
1;83190.91796875;1098.6328125
1;42236.328125;549.31640625
1;43029.78515625;610.3515625
2;40405.2734375;549.31640625
1;41259.765625;549.31640625
1;43151.85546875;549.31640625
1;84411.62109375;1098.6328125
1;40161.1328125;549.31640625
1;41564.94140625;549.31640625
2;42602.5390625;610.3515625
1;40771.484375;549.31640625
1;37597.65625;488.28125
1;43701.171875;610.3515625
1;42358.3984375;549.31640625
1;40649.4140625;549.31640625
1;43029.78515625;549.31640625
2;42663.57421875;549.31640625
1;41259.765625;549.31640625
1;43334.9609375;610.3515625
1;40710.44921875;549.31640625
1;41076.66015625;549.31640625
1;39733.88671875;549.31640625
2;42053.22265625;549.31640625
1;40710.44921875;610.3515625
1;41992.1875;488.28125
1;42724.609375;610.3515625
1;84228.515625;1098.6328125
1;40710.44921875;549.31640625
1;44128.41796875;549.31640625
2;40527.34375;549.31640625
1;43579.1015625;610.3515625
1;38391.11328125;549.31640625
1;44189.453125;549.31640625
1;42724.609375;549.31640625
1;40771.484375;549.31640625
2;41442.87109375;549.31640625
1;42480.46875;549.31640625
1;42114.2578125;610.3515625
1;83984.375;1098.6328125
1;41137.6953125;549.31640625
1;44067.3828125;549.31640625
2;41137.6953125;549.31640625
1;43212.890625;610.3515625
1;36804.19921875;488.28125
1;41442.87109375;549.31640625
1;40832.51953125;549.31640625
1;41442.87109375;549.31640625
1;42663.57421875;549.31640625
2;40405.2734375;549.31640625
1;41625.9765625;610.3515625
1;41992.1875;549.31640625
1;85327.1484375;1098.6328125
1;42419.43359375;549.31640625
1;39978.02734375;549.31640625
2;43945.3125;549.31640625
1;39489.74609375;549.31640625
1;41687.01171875;549.31640625
1;43334.9609375;610.3515625
1;42663.57421875;549.31640625
1;39245.60546875;549.31640625
1;44372.55859375;549.31640625
2;40039.0625;549.31640625
1;43518.06640625;549.31640625
1;41442.87109375;549.31640625
1;84411.62109375;1159.66796875
1;41931.15234375;549.31640625
1;44616.69921875;549.31640625
2;40405.2734375;549.31640625
1;43151.85546875;549.31640625
1;37780.76171875;549.31640625
1;42053.22265625;549.31640625
1;41137.6953125;610.3515625
1;43151.85546875;549.31640625
1;42358.3984375;549.31640625
2;41625.9765625;549.31640625
1;41625.9765625;610.3515625
1;41076.66015625;549.31640625
1;39367.67578125;488.28125
1;43334.9609375;610.3515625
1;40283.203125;549.31640625
2;44616.69921875;549.31640625
1;39123.53515625;549.31640625
1;43518.06640625;549.31640625
1;39367.67578125;488.28125
1;42114.2578125;610.3515625
1;42175.29296875;549.31640625
2;40954.58984375;549.31640625
1;40588.37890625;549.31640625
1;44311.5234375;549.31640625
1;84228.515625;1159.66796875
1;42968.75;549.31640625
1;39489.74609375;549.31640625
2;42236.328125;549.31640625
1;40771.484375;549.31640625
1;44799.8046875;549.31640625
1;38269.04296875;549.31640625
1;85632.32421875;1159.66796875
1;41564.94140625;549.31640625
1;40344.23828125;488.28125
2;40771.484375;610.3515625
