Elapsed Time (ms);Package Energy (µJ);DRAM Energy (µJ)
1767;62460693.359375;984008.7890625
1760;62395690.91796875;979187.01171875
1761;62468200.68359375;979614.2578125
1760;62376281.73828125;979064.94140625
1760;62334411.62109375;978942.87109375
1759;62412475.5859375;978942.87109375
1758;62253723.14453125;978393.5546875
1760;62370239.2578125;979492.1875
1759;62269287.109375;978393.5546875
1760;62413208.0078125;979614.2578125
1759;62246215.8203125;978393.5546875
1759;62249877.9296875;978393.5546875
1759;62247497.55859375;978454.58984375
1759;62264831.54296875;978393.5546875
1759;62244567.87109375;978515.625
1759;62238403.3203125;978393.5546875
1760;62327697.75390625;978942.87109375
1759;62258239.74609375;978393.5546875
1759;62301086.42578125;979003.90625
1760;62308166.50390625;978393.5546875
1759;62224914.55078125;978393.5546875
1760;62367004.39453125;978942.87109375
1759;62238708.49609375;978393.5546875
1760;62458068.84765625;978942.87109375
1759;62241455.078125;978393.5546875
1760;62373718.26171875;979492.1875
1759;62153808.59375;977844.23828125
1759;62181640.625;977844.23828125
1759;62315612.79296875;978942.87109375
1760;62227172.8515625;978332.51953125
1759;62276489.2578125;979064.94140625
1760;60360168.45703125;979003.90625
1760;60394104.00390625;978942.87109375
1759;60202453.61328125;978393.5546875
1760;60315856.93359375;978942.87109375
1759;60196228.02734375;978393.5546875
1759;60437072.75390625;978942.87109375
1761;60497192.3828125;979736.328125
1760;60378295.8984375;979553.22265625
1760;60343322.75390625;978942.87109375
1759;60239807.12890625;978393.5546875
1761;60477539.0625;979492.1875
1765;61485961.9140625;981750.48828125
1761;60249938.96484375;979003.90625
1759;60191589.35546875;978454.58984375
1759;60113037.109375;978332.51953125
1759;60296630.859375;978393.5546875
1760;60128662.109375;978393.5546875
1760;60356079.1015625;979003.90625
1759;60133666.9921875;977844.23828125
1759;60354431.15234375;978942.87109375
1759;60235107.421875;978393.5546875
1760;60148315.4296875;978942.87109375
1759;60190429.6875;978332.51953125
1760;60406921.38671875;979858.3984375
1761;60371459.9609375;978942.87109375
1760;60266418.45703125;979003.90625
1759;60281311.03515625;978942.87109375
1759;60190612.79296875;978393.5546875
1761;60378784.1796875;979248.046875
1758;60092346.19140625;978576.66015625
1759;62028198.2421875;978393.5546875
1760;62186767.578125;978393.5546875
1759;62130371.09375;978454.58984375
1759;62218872.0703125;978942.87109375
1759;62070129.39453125;978393.5546875
1760;62220764.16015625;978942.87109375
1759;62073120.1171875;977844.23828125
1759;62027648.92578125;978332.51953125
1759;62030700.68359375;979003.90625
1759;61862548.828125;978393.5546875
1759;62193725.5859375;978881.8359375
1760;62168457.03125;978454.58984375
1759;62277282.71484375;978881.8359375
1759;62038574.21875;977844.23828125
1760;62179626.46484375;979553.22265625
1759;62169616.69921875;978332.51953125
1761;62361633.30078125;979492.1875
1760;62281555.17578125;978942.87109375
1759;62109619.140625;978393.5546875
1760;62199645.99609375;978942.87109375
