Elapsed Time (ms);Package Energy (µJ);DRAM Energy (µJ)
1775;63245971.6796875;988159.1796875
1763;62865234.375;980712.890625
1763;62854064.94140625;980773.92578125
1763;62809448.2421875;981140.13671875
1770;62946350.09765625;984008.7890625
1763;62778198.2421875;980651.85546875
1772;63111877.44140625;985656.73828125
1762;62878479.00390625;980651.85546875
1763;62750244.140625;980590.8203125
1763;62675415.0390625;980590.8203125
1763;62718505.859375;980651.85546875
1764;62639038.0859375;981201.171875
1772;63020080.56640625;985595.703125
1768;62887451.171875;983398.4375
1763;62647583.0078125;980651.85546875
1764;62783691.40625;981201.171875
1763;62683715.8203125;980590.8203125
1763;62655578.61328125;980651.85546875
1763;62680236.81640625;981140.13671875
1763;62609130.859375;980651.85546875
1772;62994201.66015625;985595.703125
1763;62679809.5703125;980651.85546875
1763;62685302.734375;980651.85546875
1764;62667480.46875;980590.8203125
1771;62967041.015625;985595.703125
1763;62664123.53515625;980651.85546875
1762;62571228.02734375;980041.50390625
1764;62665466.30859375;981140.13671875
1763;62609619.140625;980651.85546875
1763;62618530.2734375;980590.8203125
1763;62600952.1484375;980651.85546875
1764;62378540.0390625;980651.85546875
1763;62406677.24609375;980590.8203125
1763;62244262.6953125;980041.50390625
1768;62629821.77734375;983947.75390625
1763;62396118.1640625;980651.85546875
1774;62678283.69140625;986694.3359375
1763;62459045.41015625;980590.8203125
1763;62255981.4453125;980651.85546875
1769;62507690.4296875;983947.75390625
1764;62355651.85546875;981262.20703125
1761;62209533.69140625;980102.5390625
1773;61737792.96875;985595.703125
1763;62117980.95703125;980041.50390625
1762;62326721.19140625;980041.50390625
1766;62382812.5;982849.12109375
1762;62043823.2421875;980041.50390625
1769;62336791.9921875;983398.4375
1762;62260803.22265625;980102.5390625
1762;62164794.921875;980041.50390625
1762;62123840.33203125;980041.50390625
1770;62512451.171875;984497.0703125
1762;62067443.84765625;980834.9609375
1762;62343872.0703125;980651.85546875
1763;62226013.18359375;980041.50390625
1762;62199279.78515625;980041.50390625
1772;62547241.2109375;986206.0546875
1763;62175842.28515625;980041.50390625
1762;62200378.41796875;980651.85546875
1762;62095581.0546875;980102.5390625
1763;61627014.16015625;980651.85546875
1762;62434387.20703125;980041.50390625
1763;62574584.9609375;980651.85546875
1762;62500122.0703125;980651.85546875
1769;62642639.16015625;983398.4375
1763;62465576.171875;980590.8203125
1771;62754211.42578125;985046.38671875
1762;62451477.05078125;980651.85546875
1764;62512878.41796875;980651.85546875
1762;62439514.16015625;980590.8203125
1767;62634948.73046875;982849.12109375
1766;62561767.578125;982299.8046875
