Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
regex-redux,320.88,264.98,0.0,3.43,5043,788.17,0
regex-redux,322.38,267.2,0.0,3.4,4979,788.17,0
regex-redux,302.03,252.6,0.0,3.11,4457,788.17,0
regex-redux,296.2,245.06,0.0,3.19,4614,788.17,0
regex-redux,306.82,253.51,0.0,3.29,4809,788.17,0
regex-redux,313.66,259.5,0.0,3.34,4887,788.17,0
regex-redux,313.01,259.54,0.0,3.31,4823,788.17,0
regex-redux,315.27,261.22,0.0,3.34,4876,788.17,0
regex-redux,314.72,260.81,0.0,3.32,4863,788.17,0
regex-redux,314.41,260.52,0.0,3.33,4861,788.17,0
