binary-trees,2433.12,0
fannkuch-redux,44.35,0
fasta,50.98,0
k-nucleotide,371.89,0
mandelbrot,87.23,0
n-body,42.27,0
regex-redux,666.80,0
reverse-complement,369.89,0
spectral-norm,44.56,0
