Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
reverse-complement,574.54,489.1,0,4.97,7704.88,743.72,0
reverse-complement,530.72,453.39,0,4.36,6975.85,743.72,0
reverse-complement,477.88,404.74,0,4.1,6599.2,743.72,0
reverse-complement,493.53,417.68,0,4.3,6840.49,743.72,0
reverse-complement,593.03,488.6,0,5.72,9423.47,743.72,0
reverse-complement,523.76,442.57,0,4.51,7326.31,743.72,0
reverse-complement,480.94,406.45,0,4.22,6721.07,743.72,0
reverse-complement,559.48,475.69,0,4.69,7560.17,743.72,0
reverse-complement,534.88,450.45,0,4.68,7620.38,743.72,0
reverse-complement,496.98,421.78,0,4.25,6782.49,743.72,0
reverse-complement,574.54,489.1,0,4.97,7704.88,743.72,0
reverse-complement,530.72,453.39,0,4.36,6975.85,743.72,0
reverse-complement,477.88,404.74,0,4.1,6599.2,743.72,0
reverse-complement,493.53,417.68,0,4.3,6840.49,743.72,0
reverse-complement,593.03,488.6,0,5.72,9423.47,743.72,0
reverse-complement,523.76,442.57,0,4.51,7326.31,743.72,0
reverse-complement,480.94,406.45,0,4.22,6721.07,743.72,0
reverse-complement,559.48,475.69,0,4.69,7560.17,743.72,0
reverse-complement,534.88,450.45,0,4.68,7620.38,743.72,0
reverse-complement,496.98,421.78,0,4.25,6782.49,743.72,0
reverse-complement,574.54,489.1,0,4.97,7704.88,743.72,0
reverse-complement,530.72,453.39,0,4.36,6975.85,743.72,0
reverse-complement,477.88,404.74,0,4.1,6599.2,743.72,0
reverse-complement,493.53,417.68,0,4.3,6840.49,743.72,0
reverse-complement,593.03,488.6,0,5.72,9423.47,743.72,0
reverse-complement,523.76,442.57,0,4.51,7326.31,743.72,0
reverse-complement,480.94,406.45,0,4.22,6721.07,743.72,0
reverse-complement,559.48,475.69,0,4.69,7560.17,743.72,0
reverse-complement,534.88,450.45,0,4.68,7620.38,743.72,0
reverse-complement,496.98,421.78,0,4.25,6782.49,743.72,0
reverse-complement,607.43,511.35,0,5.79,8659.33,743.72,0
reverse-complement,524.39,443.29,0,4.73,7311.85,743.72,0
reverse-complement,537.88,451.63,0,4.98,7776.67,743.72,0
reverse-complement,531.98,451.03,0,4.74,7294.96,743.72,0
reverse-complement,553.64,471.02,0,4.81,7448.54,743.72,0
reverse-complement,537.99,456.34,0,4.76,7357.6,743.72,0
reverse-complement,560.19,468.35,0,5.27,8280.05,743.72,0
reverse-complement,533.83,447.82,0,4.98,7756.47,743.72,0
reverse-complement,536.95,455.84,0,4.73,7309.97,743.72,0
reverse-complement,602.82,496.08,0,6.0,9626.41,743.72,0
reverse-complement,607.43,511.35,0,5.79,8659.33,743.72,0
reverse-complement,524.39,443.29,0,4.73,7311.85,743.72,0
reverse-complement,537.88,451.63,0,4.98,7776.67,743.72,0
reverse-complement,531.98,451.03,0,4.74,7294.96,743.72,0
reverse-complement,553.64,471.02,0,4.81,7448.54,743.72,0
reverse-complement,537.99,456.34,0,4.76,7357.6,743.72,0
reverse-complement,560.19,468.35,0,5.27,8280.05,743.72,0
reverse-complement,533.83,447.82,0,4.98,7756.47,743.72,0
reverse-complement,536.95,455.84,0,4.73,7309.97,743.72,0
reverse-complement,602.82,496.08,0,6.0,9626.41,743.72,0
