Elapsed Time (ms),Package Energy (µJ),DRAM Energy (µJ),Temperature (C°),,,,
1826.472049,80230000,1040000,19.3333333333333,1.826472049,80.23,1.04,232
1813.691503,76900000,1020000,12.8333333333333,1.813691503,76.9,1.02,154
1826.112005,76890000,1020000,29.1666666666667,1.826112005,76.89,1.02,350
1803.799005,76890000,1010000,18.25,1.803799005,76.89,1.01,219
1798.62385,76900000,1010000,7,1.79862385,76.9,1.01,84
1793.291413,76860000,1000000,23.75,1.793291413,76.86,1,285
1791.558842,76820000,1000000,28.75,1.791558842,76.82,1,345
1798.840793,76480000,1010000,19,1.798840793,76.48,1.01,228
1805.594979,76570000,1010000,28.3333333333333,1.805594979,76.57,1.01,340
1800.849921,76300000,1010000,18.5,1.800849921,76.3,1.01,222
1792.755022,76800000,1000000,29,1.792755022,76.8,1,348
1819.523155,76980000,1020000,33.25,1.819523155,76.98,1.02,399
1830.793157,75710000,1020000,28.5833333333333,1.830793157,75.71,1.02,343
1825.635078,76310000,1020000,28.5,1.825635078,76.31,1.02,342
1781.91966,76780000,1000000,23.0833333333333,1.78191966,76.78,1,277
1775.87183,75330000,990000,28.6666666666667,1.77587183,75.33,0.99,344
1800.472323,77460000,1020000,28.6666666666667,1.800472323,77.46,1.02,344
1804.509553,76030000,1010000,28.25,1.804509553,76.03,1.01,339
1802.783118,76960000,1010000,28,1.802783118,76.96,1.01,336
1795.154568,75790000,1000000,38,1.795154568,75.79,1,456
1787.47286,76640000,1000000,43.25,1.78747286,76.64,1,519
1808.95683,77410000,1010000,38,1.80895683,77.41,1.01,456
1807.474906,76430000,1010000,27.75,1.807474906,76.43,1.01,333
1793.037698,76910000,1000000,21.5,1.793037698,76.91,1,258
1800.886555,77220000,1010000,37.6666666666667,1.800886555,77.22,1.01,452
1812.563553,76840000,1010000,27.75,1.812563553,76.84,1.01,333
1808.77583,77230000,1010000,26.6666666666667,1.80877583,77.23,1.01,320
1823.60801,77020000,1020000,37.8333333333333,1.82360801,77.02,1.02,454
1829.557632,77250000,1020000,26.75,1.829557632,77.25,1.02,321
1784.441184,77090000,1000000,21.0833333333333,1.784441184,77.09,1,253
1803.03768,77190000,1010000,37.25,1.80303768,77.19,1.01,447
1794.756655,77090000,1000000,21,1.794756655,77.09,1,252
1834.507158,76360000,1030000,37.6666666666667,1.834507158,76.36,1.03,452
1777.138388,76800000,990000,48.3333333333333,1.777138388,76.8,0.99,580
1811.666479,76850000,1010000,37.5833333333333,1.811666479,76.85,1.01,451
1796.509763,77220000,1010000,37,1.796509763,77.22,1.01,444
1823.93926,76750000,1020000,28,1.82393926,76.75,1.02,336
1804.022094,75770000,1010000,38,1.804022094,75.77,1.01,456
1800.592531,77300000,1010000,37.1666666666667,1.800592531,77.3,1.01,446
1781.770889,75710000,1000000,38,1.781770889,75.71,1,456
1793.648534,76770000,1000000,33.3333333333333,1.793648534,76.77,1,400
1865.777305,78040000,1040000,26.1666666666667,1.865777305,78.04,1.04,314
1788.692301,76610000,1000000,32.3333333333333,1.788692301,76.61,1,388
1834.716412,77010000,1030000,27.3333333333333,1.834716412,77.01,1.03,328
1826.189029,77360000,1020000,37,1.826189029,77.36,1.02,444
1800.646291,77280000,1010000,26.3333333333333,1.800646291,77.28,1.01,316
1850.074935,76860000,1040000,27.6666666666667,1.850074935,76.86,1.04,332
1804.843846,76250000,1010000,38.1666666666667,1.804843846,76.25,1.01,458
1852.445446,77320000,1040000,48,1.852445446,77.32,1.04,576
1797.930602,77460000,1010000,26.3333333333333,1.797930602,77.46,1.01,316
1831.909357,77330000,1030000,37.1666666666667,1.831909357,77.33,1.03,446
1779.620564,77310000,1000000,26,1.779620564,77.31,1,312
1812.070515,76030000,1010000,27.5,1.812070515,76.03,1.01,330
1833.390201,77090000,1030000,33,1.833390201,77.09,1.03,396
1800.13526,77030000,1010000,26.1666666666667,1.80013526,77.03,1.01,314
1791.30263,77180000,1000000,26.8333333333333,1.79130263,77.18,1,322
1774.02896,76540000,990000,26.5833333333333,1.77402896,76.54,0.99,319
1779.64999,77260000,1000000,25.9166666666667,1.77964999,77.26,1,311
1824.354156,76930000,1020000,27.3333333333333,1.824354156,76.93,1.02,328
1771.539446,76190000,990000,37.3333333333333,1.771539446,76.19,0.99,448
1810.715038,77070000,1010000,26.3333333333333,1.810715038,77.07,1.01,316
1786.244608,75760000,1000000,32.5,1.786244608,75.76,1,390
1820.323153,76970000,1020000,36.8333333333333,1.820323153,76.97,1.02,442
1780.874931,76820000,1000000,37.1666666666667,1.780874931,76.82,1,446
1810.208811,77390000,1010000,47.8333333333333,1.810208811,77.39,1.01,574
1801.388308,76840000,1010000,58.75,1.801388308,76.84,1.01,705
1833.336266,77010000,1030000,47.6666666666667,1.833336266,77.01,1.03,572
1777.503697,76340000,990000,27,1.777503697,76.34,0.99,324
1805.593447,76850000,1010000,47.75,1.805593447,76.85,1.01,573
1786.525269,76510000,1000000,37,1.786525269,76.51,1,444
1796.176498,76910000,1010000,47.6666666666667,1.796176498,76.91,1.01,572
1795.814763,77080000,1010000,47.6666666666667,1.795814763,77.08,1.01,572
1780.725021,76830000,1000000,37.5,1.780725021,76.83,1,450
1803.297038,77480000,1010000,47.6666666666667,1.803297038,77.48,1.01,572
1778.565908,76370000,1000000,47.8333333333333,1.778565908,76.37,1,574
1777.548465,76660000,990000,47.5,1.777548465,76.66,0.99,570
1802.922302,75870000,1010000,37.8333333333333,1.802922302,75.87,1.01,454
1795.075364,77100000,1000000,26.3333333333333,1.795075364,77.1,1,316
1839.892881,77070000,1030000,47.6666666666667,1.839892881,77.07,1.03,572
1791.296271,76710000,1000000,38.25,1.791296271,76.71,1,459
1813.053236,77630000,1010000,25.8333333333333,1.813053236,77.63,1.01,310
1784.716883,77000000,1000000,26.8333333333333,1.784716883,77,1,322
1804.086778,77500000,1010000,36.6666666666667,1.804086778,77.5,1.01,440
1804.336352,76930000,1010000,26.0833333333333,1.804336352,76.93,1.01,313
1808.84993,76740000,1010000,47.75,1.80884993,76.74,1.01,573
1845.80264,77300000,1030000,48.0833333333333,1.84580264,77.3,1.03,577
1805.258868,76820000,1010000,37.8333333333333,1.805258868,76.82,1.01,454
1834.861928,77340000,1030000,36.5,1.834861928,77.34,1.03,438
1782.891983,77160000,1000000,31.5,1.782891983,77.16,1,378
1834.555811,77210000,1030000,47.8333333333333,1.834555811,77.21,1.03,574
1809.456891,76920000,1010000,37,1.809456891,76.92,1.01,444
1831.568912,77020000,1030000,27.4166666666667,1.831568912,77.02,1.03,329
1819.219904,76960000,1020000,37.5,1.819219904,76.96,1.02,450
1816.28776,75990000,1020000,47.75,1.81628776,75.99,1.02,573
1829.991858,77230000,1030000,42.25,1.829991858,77.23,1.03,507
1812.966251,76850000,1010000,58.5,1.812966251,76.85,1.01,702
1815.865017,75610000,1020000,38.0833333333333,1.815865017,75.61,1.02,457
1782.656109,76920000,1000000,46.9166666666667,1.782656109,76.92,1,563
1807.511787,76860000,1020000,37.5,1.807511787,76.86,1.02,450
1818.60341,77140000,1020000,36.6666666666667,1.81860341,77.14,1.02,440
1804.315986,76620000,1010000,58.1666666666667,1.804315986,76.62,1.01,698
1825.892093,77060000,1020000,47.5,1.825892093,77.06,1.02,570
1801.465386,77110000,1010000,47.3333333333333,1.801465386,77.11,1.01,568
1820.25597,76790000,1020000,42.25,1.82025597,76.79,1.02,507
1820.496576,76310000,1020000,37.1666666666667,1.820496576,76.31,1.02,446
1837.758714,77230000,1030000,57.6666666666667,1.837758714,77.23,1.03,692
1826.511099,76620000,1020000,37.25,1.826511099,76.62,1.02,447
1798.220982,76760000,1010000,37.6666666666667,1.798220982,76.76,1.01,452
1796.345782,76110000,1000000,47.6666666666667,1.796345782,76.11,1,572
1830.963738,77660000,1030000,48.75,1.830963738,77.66,1.03,585
1775.519834,76770000,990000,37,1.775519834,76.77,0.99,444
1795.583883,77170000,1010000,42.8333333333333,1.795583883,77.17,1.01,514
1802.187895,77210000,1010000,37.6666666666667,1.802187895,77.21,1.01,452
1821.269851,77520000,1020000,31.8333333333333,1.821269851,77.52,1.02,382
1859.421342,77850000,1040000,36.5,1.859421342,77.85,1.04,438
1789.659625,76890000,1000000,47.75,1.789659625,76.89,1,573
1807.441753,76750000,1010000,48.3333333333333,1.807441753,76.75,1.01,580
1846.30252,77580000,1030000,36.4166666666667,1.84630252,77.58,1.03,437
1812.906488,76570000,1010000,32.4166666666667,1.812906488,76.57,1.01,389
1786.504929,76430000,1000000,47.8333333333333,1.786504929,76.43,1,574
1854.065164,77270000,1040000,37.6666666666667,1.854065164,77.27,1.04,452
1823.403971,77190000,1020000,47.1666666666667,1.823403971,77.19,1.02,566
1792.51177,76720000,1000000,37.3333333333333,1.79251177,76.72,1,448
1842.197021,77540000,1030000,46.8333333333333,1.842197021,77.54,1.03,562
1790.060978,76790000,1000000,27.3333333333333,1.790060978,76.79,1,328
1814.902244,77090000,1020000,27.5833333333333,1.814902244,77.09,1.02,331
1811.985419,75370000,1010000,38.3333333333333,1.811985419,75.37,1.01,460
1866.212614,76640000,1040000,58.5,1.866212614,76.64,1.04,702
1815.577905,76900000,1020000,37,1.815577905,76.9,1.02,444
1819.843812,77380000,1020000,46.75,1.819843812,77.38,1.02,561
1813.265339,76820000,1010000,48.1666666666667,1.813265339,76.82,1.01,578
1831.630881,77660000,1030000,48,1.831630881,77.66,1.03,576
1800.084837,76360000,1010000,37.25,1.800084837,76.36,1.01,447
