Elapsed Time (ms),Package Energy (µJ),DRAM Energy (µJ),Temperature (C°),,,,
616.264591,59520000,370000,47.1666666666667,0.616264591,59.52,0.37,566
707.387454,73320000,440000,45.6666666666667,0.707387454,73.32,0.44,548
624.891453,63670000,380000,47.9166666666667,0.624891453,63.67,0.38,575
533.160415,52750000,310000,47.3333333333333,0.533160415,52.75,0.31,568
558.765554,49190000,320000,48.3333333333333,0.558765554,49.19,0.32,580
576.932106,47160000,330000,50.3333333333333,0.576932106,47.16,0.33,604
565.046247,46450000,320000,48.3333333333333,0.565046247,46.45,0.32,580
537.100153,52740000,310000,47.3333333333333,0.537100153,52.74,0.31,568
691.160136,63510000,390000,47.9166666666667,0.691160136,63.51,0.39,575
550.808692,49400000,320000,47.5,0.550808692,49.4,0.32,570
597.782013,46300000,340000,47.5,0.597782013,46.3,0.34,570
553.187148,48110000,320000,47.1666666666667,0.553187148,48.11,0.32,566
626.012436,53310000,360000,47.5833333333333,0.626012436,53.31,0.36,571
598.744377,55250000,340000,46,0.598744377,55.25,0.34,552
567.841355,48590000,320000,46.5,0.567841355,48.59,0.32,558
571.51937,47450000,330000,46.8333333333333,0.57151937,47.45,0.33,562
534.387095,49080000,310000,46.3333333333333,0.534387095,49.08,0.31,556
545.885483,49080000,310000,46.25,0.545885483,49.08,0.31,555
542.476206,50180000,310000,45.5,0.542476206,50.18,0.31,546
555.686586,49340000,320000,46.3333333333333,0.555686586,49.34,0.32,556
563.685252,48940000,320000,45.9166666666667,0.563685252,48.94,0.32,551
653.509859,52800000,370000,45.3333333333333,0.653509859,52.8,0.37,544
549.553894,48540000,310000,46,0.549553894,48.54,0.31,552
560.613572,48790000,320000,45.5833333333333,0.560613572,48.79,0.32,547
556.639688,48650000,320000,46.25,0.556639688,48.65,0.32,555
791.306015,74830000,450000,45.6666666666667,0.791306015,74.83,0.45,548
624.567085,57090000,360000,45.1666666666667,0.624567085,57.09,0.36,542
529.47889,49970000,300000,43.6666666666667,0.52947889,49.97,0.3,524
575.265072,48220000,330000,45,0.575265072,48.22,0.33,540
626.993721,54390000,360000,44.3333333333333,0.626993721,54.39,0.36,532
538.622034,50000000,310000,45.6666666666667,0.538622034,50,0.31,548
640.462635,54030000,370000,44.1666666666667,0.640462635,54.03,0.37,530
550.702568,49500000,320000,44.4166666666667,0.550702568,49.5,0.32,533
578.017806,47650000,330000,44.1666666666667,0.578017806,47.65,0.33,530
534.093496,50740000,310000,43,0.534093496,50.74,0.31,516
608.269616,55350000,350000,44.3333333333333,0.608269616,55.35,0.35,532
582.129735,47030000,330000,43.8333333333333,0.582129735,47.03,0.33,526
627.994015,54460000,360000,43.9166666666667,0.627994015,54.46,0.36,527
538.325901,50170000,310000,43.5833333333333,0.538325901,50.17,0.31,523
543.210292,51040000,310000,43.3333333333333,0.543210292,51.04,0.31,520
564.587526,48810000,320000,43.1666666666667,0.564587526,48.81,0.32,518
612.287347,54460000,350000,43.1666666666667,0.612287347,54.46,0.35,518
537.993669,49210000,310000,43.25,0.537993669,49.21,0.31,519
546.028303,48240000,310000,43,0.546028303,48.24,0.31,516
574.147293,47010000,330000,43.5,0.574147293,47.01,0.33,522
545.486079,50350000,310000,43.8333333333333,0.545486079,50.35,0.31,526
623.073611,54790000,360000,44.1666666666667,0.623073611,54.79,0.36,530
590.026742,52140000,340000,42.3333333333333,0.590026742,52.14,0.34,508
541.032913,49320000,310000,42,0.541032913,49.32,0.31,504
612.172283,57280000,360000,41.9166666666667,0.612172283,57.28,0.36,503
540.41945,48450000,310000,42.4166666666667,0.54041945,48.45,0.31,509
625.262457,54260000,360000,42.6666666666667,0.625262457,54.26,0.36,512
593.538357,59510000,340000,41.75,0.593538357,59.51,0.34,501
629.175648,52620000,360000,51.8333333333333,0.629175648,52.62,0.36,622
584.265724,38880000,330000,53,0.584265724,38.88,0.33,636
668.110035,44190000,380000,53,0.668110035,44.19,0.38,636
584.037295,38540000,330000,53.5833333333333,0.584037295,38.54,0.33,643
697.05275,46110000,400000,53.1666666666667,0.69705275,46.11,0.4,638
679.826987,45050000,390000,52.8333333333333,0.679826987,45.05,0.39,634
654.450865,43460000,370000,53.8333333333333,0.654450865,43.46,0.37,646
608.308774,40280000,350000,52.8333333333333,0.608308774,40.28,0.35,634
779.660323,51770000,440000,53.8333333333333,0.779660323,51.77,0.44,646
588.668691,38530000,340000,53.3333333333333,0.588668691,38.53,0.34,640
662.874811,44070000,380000,53.3333333333333,0.662874811,44.07,0.38,640
669.243899,44160000,380000,53.5,0.669243899,44.16,0.38,642
590.922283,39110000,340000,53.25,0.590922283,39.11,0.34,639
653.401942,43250000,370000,53.5,0.653401942,43.25,0.37,642
683.877079,45320000,390000,52.8333333333333,0.683877079,45.32,0.39,634
587.157386,38960000,340000,53.3333333333333,0.587157386,38.96,0.34,640
686.484115,45370000,390000,53.1666666666667,0.686484115,45.37,0.39,638
660.690461,43780000,380000,53.3333333333333,0.660690461,43.78,0.38,640
781.911156,51980000,440000,53.5833333333333,0.781911156,51.98,0.44,643
590.289685,38890000,340000,53.5,0.590289685,38.89,0.34,642
654.558586,43190000,370000,52.9166666666667,0.654558586,43.19,0.37,635
609.727401,40610000,350000,52.1666666666667,0.609727401,40.61,0.35,626
672.37881,44480000,380000,52.75,0.67237881,44.48,0.38,633
615.269991,40700000,350000,53.1666666666667,0.615269991,40.7,0.35,638
662.529898,43950000,380000,52.8333333333333,0.662529898,43.95,0.38,634
588.754558,38990000,340000,53.3333333333333,0.588754558,38.99,0.34,640
673.001483,44560000,380000,52.8333333333333,0.673001483,44.56,0.38,634
596.249403,39410000,340000,53,0.596249403,39.41,0.34,636
672.103441,44480000,380000,53.3333333333333,0.672103441,44.48,0.38,640
609.959829,40560000,350000,52.1666666666667,0.609959829,40.56,0.35,626
599.015033,39460000,340000,52.8333333333333,0.599015033,39.46,0.34,634
597.507221,39820000,340000,52.3333333333333,0.597507221,39.82,0.34,628
583.770825,38650000,330000,52.6666666666667,0.583770825,38.65,0.33,632
594.59697,39420000,340000,52.8333333333333,0.59459697,39.42,0.34,634
663.818509,43840000,380000,52.8333333333333,0.663818509,43.84,0.38,634
590.279083,39050000,340000,53,0.590279083,39.05,0.34,636
586.326268,38870000,340000,52.8333333333333,0.586326268,38.87,0.34,634
668.137563,44190000,380000,52.6666666666667,0.668137563,44.19,0.38,632
597.370431,39650000,340000,52.5,0.597370431,39.65,0.34,630
600.255581,39720000,340000,52.6666666666667,0.600255581,39.72,0.34,632
599.531602,39760000,340000,52.8333333333333,0.599531602,39.76,0.34,634
597.945041,39570000,340000,52.8333333333333,0.597945041,39.57,0.34,634
621.321954,41310000,360000,52.3333333333333,0.621321954,41.31,0.36,628
584.469743,38590000,330000,53.1666666666667,0.584469743,38.59,0.33,638
601.361628,40080000,340000,52.3333333333333,0.601361628,40.08,0.34,628
749.555076,49600000,430000,52.6666666666667,0.749555076,49.6,0.43,632
592.813615,39140000,340000,53,0.592813615,39.14,0.34,636
621.809057,41260000,360000,52,0.621809057,41.26,0.36,624
734.251339,48630000,420000,53.1666666666667,0.734251339,48.63,0.42,638
587.119854,38880000,340000,52.6666666666667,0.587119854,38.88,0.34,632
668.721519,44110000,380000,52.6666666666667,0.668721519,44.11,0.38,632
682.181331,45180000,390000,52.6666666666667,0.682181331,45.18,0.39,632
665.77527,44050000,380000,52.8333333333333,0.66577527,44.05,0.38,634
680.300521,44940000,390000,52.5,0.680300521,44.94,0.39,630
597.324855,39750000,340000,52.6666666666667,0.597324855,39.75,0.34,632
733.455967,48460000,420000,52.8333333333333,0.733455967,48.46,0.42,634
598.745154,39690000,340000,52.25,0.598745154,39.69,0.34,627
591.302502,39180000,340000,52.6666666666667,0.591302502,39.18,0.34,632
725.434995,47990000,410000,53.25,0.725434995,47.99,0.41,639
578.678409,38380000,330000,53.0833333333333,0.578678409,38.38,0.33,637
681.402764,45010000,390000,52.4166666666667,0.681402764,45.01,0.39,629
586.066036,38700000,330000,52.6666666666667,0.586066036,38.7,0.33,632
753.409414,50000000,430000,52.6666666666667,0.753409414,50,0.43,632
736.207727,48770000,420000,52.8333333333333,0.736207727,48.77,0.42,634
590.256492,38880000,340000,52.8333333333333,0.590256492,38.88,0.34,634
582.408504,38580000,330000,52.5,0.582408504,38.58,0.33,630
682.499783,45220000,390000,52,0.682499783,45.22,0.39,624
613.022646,40790000,350000,52.3333333333333,0.613022646,40.79,0.35,628
649.534802,43000000,370000,52.5,0.649534802,43,0.37,630
678.958702,44860000,390000,52.3333333333333,0.678958702,44.86,0.39,628
675.255171,44720000,380000,52.5,0.675255171,44.72,0.38,630
595.681397,39430000,340000,52.8333333333333,0.595681397,39.43,0.34,634
666.365229,44170000,380000,52.4166666666667,0.666365229,44.17,0.38,629
596.543113,39350000,340000,52.5,0.596543113,39.35,0.34,630
602.466646,40040000,340000,52.5,0.602466646,40.04,0.34,630
662.25875,43590000,380000,53.3333333333333,0.66225875,43.59,0.38,640
585.513481,39020000,340000,52.5,0.585513481,39.02,0.34,630
648.853657,43010000,370000,53,0.648853657,43.01,0.37,636
587.665796,38860000,340000,52.3333333333333,0.587665796,38.86,0.34,628
603.295679,40130000,350000,52.1666666666667,0.603295679,40.13,0.35,626
674.807228,44600000,380000,52.5,0.674807228,44.6,0.38,630
673.500834,44700000,380000,52.5,0.673500834,44.7,0.38,630
597.406766,39420000,340000,52.6666666666667,0.597406766,39.42,0.34,632
595.087459,39540000,340000,52,0.595087459,39.54,0.34,624
658.343997,43660000,370000,52.6666666666667,0.658343997,43.66,0.37,632
598.001897,39530000,340000,51.8333333333333,0.598001897,39.53,0.34,622
614.026341,40780000,350000,52,0.614026341,40.78,0.35,624
621.354607,41260000,360000,52,0.621354607,41.26,0.36,624
752.188364,49830000,430000,52.6666666666667,0.752188364,49.83,0.43,632
729.77549,48160000,420000,52.5,0.72977549,48.16,0.42,630
683.615906,45190000,390000,52,0.683615906,45.19,0.39,624
595.322365,39450000,340000,52,0.595322365,39.45,0.34,624
616.510646,40790000,350000,52,0.616510646,40.79,0.35,624
593.214785,39320000,340000,52.3333333333333,0.593214785,39.32,0.34,628
663.332418,43790000,380000,52.5,0.663332418,43.79,0.38,630
597.953117,39630000,340000,52.5,0.597953117,39.63,0.34,630
686.663649,45600000,390000,52.1666666666667,0.686663649,45.6,0.39,626
664.169062,43890000,380000,52.5,0.664169062,43.89,0.38,630
584.500365,38770000,330000,52.3333333333333,0.584500365,38.77,0.33,628
776.9317,51340000,440000,53.4166666666667,0.7769317,51.34,0.44,641
602.558413,39860000,340000,52.0833333333333,0.602558413,39.86,0.34,625
613.753775,40730000,350000,52.1666666666667,0.613753775,40.73,0.35,626
712.757981,46980000,410000,52.75,0.712757981,46.98,0.41,633
591.232642,39250000,340000,52.3333333333333,0.591232642,39.25,0.34,628
590.046868,39130000,340000,51.9166666666667,0.590046868,39.13,0.34,623
597.269179,39610000,340000,52.25,0.597269179,39.61,0.34,627
602.194569,39990000,340000,52.0833333333333,0.602194569,39.99,0.34,625
591.88949,39220000,340000,52.1666666666667,0.59188949,39.22,0.34,626
589.703869,39030000,340000,52,0.589703869,39.03,0.34,624
586.141161,38980000,340000,52.4166666666667,0.586141161,38.98,0.34,629
588.791482,38960000,340000,52.3333333333333,0.588791482,38.96,0.34,628
731.756474,48360000,420000,52.6666666666667,0.731756474,48.36,0.42,632
576.555223,38190000,330000,52.8333333333333,0.576555223,38.19,0.33,634
739.598403,48810000,420000,52.6666666666667,0.739598403,48.81,0.42,632
697.732065,46240000,400000,52,0.697732065,46.24,0.4,624
611.662313,40450000,350000,51.8333333333333,0.611662313,40.45,0.35,622
646.012105,42950000,370000,52.4166666666667,0.646012105,42.95,0.37,629
605.86518,40070000,350000,52,0.60586518,40.07,0.35,624
670.331729,44430000,380000,52,0.670331729,44.43,0.38,624
573.256921,38030000,330000,52.3333333333333,0.573256921,38.03,0.33,628
692.486621,45720000,390000,52.3333333333333,0.692486621,45.72,0.39,628
669.290634,44220000,380000,52.5833333333333,0.669290634,44.22,0.38,631
646.051772,42820000,370000,52.5,0.646051772,42.82,0.37,630
623.960933,41330000,360000,51.5,0.623960933,41.33,0.36,618
605.927878,40320000,350000,52.5,0.605927878,40.32,0.35,630
658.023678,43460000,380000,52.75,0.658023678,43.46,0.38,633
603.545446,39990000,340000,51.8333333333333,0.603545446,39.99,0.34,622
589.886173,39020000,340000,52.1666666666667,0.589886173,39.02,0.34,626
685.791423,45420000,390000,51.8333333333333,0.685791423,45.42,0.39,622
696.678898,46170000,400000,52,0.696678898,46.17,0.4,624
615.016587,40720000,350000,51.3333333333333,0.615016587,40.72,0.35,616
587.194742,39040000,340000,52.3333333333333,0.587194742,39.04,0.34,628
602.77697,39960000,350000,51.5,0.60277697,39.96,0.35,618
678.828443,44960000,390000,52.0833333333333,0.678828443,44.96,0.39,625
603.616719,40000000,340000,51.6666666666667,0.603616719,40,0.34,620
590.455433,39090000,340000,52.25,0.590455433,39.09,0.34,627
597.475272,39440000,340000,52.1666666666667,0.597475272,39.44,0.34,626
663.332241,44160000,380000,52.1666666666667,0.663332241,44.16,0.38,626
747.883392,49560000,430000,52.9166666666667,0.747883392,49.56,0.43,635
668.483988,44090000,380000,52,0.668483988,44.09,0.38,624
637.496748,42060000,360000,52.0833333333333,0.637496748,42.06,0.36,625
678.649817,45110000,390000,51.8333333333333,0.678649817,45.11,0.39,622
660.152369,43700000,380000,52.3333333333333,0.660152369,43.7,0.38,628
611.563518,40480000,350000,51.3333333333333,0.611563518,40.48,0.35,616
680.000389,45100000,390000,51.6666666666667,0.680000389,45.1,0.39,620
673.416359,44540000,380000,51.8333333333333,0.673416359,44.54,0.38,622
671.881424,44600000,380000,52.0833333333333,0.671881424,44.6,0.38,625
593.31608,39270000,340000,52.1666666666667,0.59331608,39.27,0.34,626
596.120185,39590000,340000,51.8333333333333,0.596120185,39.59,0.34,622
600.675358,39680000,340000,52,0.600675358,39.68,0.34,624
610.858094,40580000,350000,51.6666666666667,0.610858094,40.58,0.35,620
648.465086,43020000,370000,52.5,0.648465086,43.02,0.37,630
703.625372,46510000,400000,52,0.703625372,46.51,0.4,624
659.288283,43670000,380000,52.5,0.659288283,43.67,0.38,630
