Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
n-body,129.0,88.99,0.0,2.02,3613,30.11,0
n-body,129.49,89.42,0.0,2.02,3619,30.11,0
n-body,131.27,91.02,0.0,2.03,3636,30.11,0
n-body,127.73,88.04,0.0,2.0,3586,30.11,0
n-body,130.96,90.6,0.0,2.03,3648,30.11,0
n-body,131.05,90.71,0.0,2.03,3642,30.11,0
n-body,131.85,91.49,0.0,2.03,3647,30.11,0
n-body,130.42,90.12,0.0,2.03,3639,30.11,0
n-body,130.18,90.15,0.0,2.02,3617,30.11,0
n-body,130.17,89.92,0.0,2.03,3636,30.11,0
