binary-trees,131.25,0
division-loop,0,0
fannkuch-redux,1.87,0
fasta,12.23,0
k-nucleotide,127.37,0
mandelbrot,32,0
matrix-multiplication,0,0
n-body,1.87,0
polynomial-evaluation,0,0
pidigits,2.75,0
regex-redux,148.50,0
reverse-complement,244.125,0
spectral-norm,2.37,0
