Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
binary-trees,54.04,46.02,0.0,1.01,709,131.25,0
binary-trees,54.79,46.96,0.0,0.97,693,131.25,0
binary-trees,54.81,46.89,0.0,0.98,704,131.25,0
binary-trees,54.56,47.06,0.0,0.96,660,131.25,0
binary-trees,54.52,47.24,0.0,0.95,641,131.25,0
