Elapsed Time (ms),Package Energy (µJ),DRAM Energy (µJ),Temperature (C°),,,,
1817.023339,63620000,1020000,10.5833333333333,1.817023339,63.62,1.02,127
1833.431365,63880000,1020000,11.5,1.833431365,63.88,1.02,138
1838.023022,64880000,1030000,11.4166666666667,1.838023022,64.88,1.03,137
1828.802119,63920000,1020000,11.5,1.828802119,63.92,1.02,138
1828.387108,63890000,1020000,11.25,1.828387108,63.89,1.02,135
1851.923667,64110000,1040000,11,1.851923667,64.11,1.04,132
1878.056599,64020000,1050000,11,1.878056599,64.02,1.05,132
1834.69774,64040000,1020000,11.1666666666667,1.83469774,64.04,1.02,134
1868.646749,63650000,1040000,16.5833333333333,1.868646749,63.65,1.04,199
1819.895812,63960000,1020000,11,1.819895812,63.96,1.02,132
1837.065898,63810000,1030000,20.8333333333333,1.837065898,63.81,1.03,250
1818.32784,63720000,1020000,10.75,1.81832784,63.72,1.02,129
1834.469276,63800000,1020000,15.9166666666667,1.834469276,63.8,1.02,191
1850.312551,63660000,1030000,21.1666666666667,1.850312551,63.66,1.03,254
1844.140065,64430000,1030000,10.3333333333333,1.844140065,64.43,1.03,124
1828.871808,63340000,1020000,10.8333333333333,1.828871808,63.34,1.02,130
1859.44296,64140000,1040000,10.5,1.85944296,64.14,1.04,126
1915.553604,64860000,1070000,10.25,1.915553604,64.86,1.07,123
1820.464803,63630000,1020000,10.9166666666667,1.820464803,63.63,1.02,131
1816.578609,63620000,1010000,9.83333333333333,1.816578609,63.62,1.01,118
1837.053299,64010000,1030000,21.0833333333333,1.837053299,64.01,1.03,253
1846.346604,64100000,1030000,9.91666666666667,1.846346604,64.1,1.03,119
1846.282425,63660000,1030000,9.5,1.846282425,63.66,1.03,114
1844.955296,64120000,1030000,20.5833333333333,1.844955296,64.12,1.03,247
1851.806561,63800000,1030000,20.5,1.851806561,63.8,1.03,246
1827.120364,63920000,1020000,25.3333333333333,1.827120364,63.92,1.02,304
1876.496343,64030000,1050000,25.6666666666667,1.876496343,64.03,1.05,308
1833.191912,64050000,1020000,20,1.833191912,64.05,1.02,240
1845.873515,64200000,1030000,14.75,1.845873515,64.2,1.03,177
1817.723497,63910000,1020000,9.33333333333333,1.817723497,63.91,1.02,112
1865.650983,63870000,1040000,20.25,1.865650983,63.87,1.04,243
1826.463958,63670000,1020000,20.1666666666667,1.826463958,63.67,1.02,242
1821.672015,63970000,1020000,20.6666666666667,1.821672015,63.97,1.02,248
1837.106948,64210000,1030000,30.8333333333333,1.837106948,64.21,1.03,370
1833.073512,63980000,1020000,14.75,1.833073512,63.98,1.02,177
1858.635506,64450000,1040000,20.25,1.858635506,64.45,1.04,243
1831.152146,63970000,1020000,19.6666666666667,1.831152146,63.97,1.02,236
1826.258438,63920000,1020000,19.6666666666667,1.826258438,63.92,1.02,236
1840.419064,64020000,1030000,19.6666666666667,1.840419064,64.02,1.03,236
1835.70112,64030000,1030000,20.3333333333333,1.83570112,64.03,1.03,244
1840.173987,64110000,1030000,30.3333333333333,1.840173987,64.11,1.03,364
1857.397248,63930000,1040000,19.5,1.857397248,63.93,1.04,234
1814.738863,63830000,1010000,19.8333333333333,1.814738863,63.83,1.01,238
1833.797787,63740000,1020000,19.6666666666667,1.833797787,63.74,1.02,236
1843.903322,63510000,1030000,14.9166666666667,1.843903322,63.51,1.03,179
1823.207838,63670000,1020000,20.5,1.823207838,63.67,1.02,246
1817.396079,63660000,1010000,24.9166666666667,1.817396079,63.66,1.01,299
1866.797901,63950000,1040000,9,1.866797901,63.95,1.04,108
1846.191993,64020000,1030000,30.1666666666667,1.846191993,64.02,1.03,362
1859.677767,64040000,1040000,19.8333333333333,1.859677767,64.04,1.04,238
1838.295439,63420000,1030000,9.83333333333333,1.838295439,63.42,1.03,118
1853.017235,63730000,1040000,8.58333333333333,1.853017235,63.73,1.04,103
1833.836557,63890000,1020000,14.75,1.833836557,63.89,1.02,177
1852.051058,64260000,1030000,19.5,1.852051058,64.26,1.03,234
1831.588982,63840000,1020000,20.3333333333333,1.831588982,63.84,1.02,244
1812.277681,63410000,1010000,19.5,1.812277681,63.41,1.01,234
1814.815317,63900000,1010000,13.9166666666667,1.814815317,63.9,1.01,167
