Elapsed Time (ms),Package Energy (µJ),DRAM Energy (µJ),Temperature (C°),,,,
1495.807651,116490000,930000,52.5,1.495807651,116.49,0.93,630
1141.103707,93680000,690000,55.6666666666667,1.141103707,93.68,0.69,668
1134.065138,88230000,660000,56,1.134065138,88.23,0.66,672
1050.461322,81890000,610000,55.6666666666667,1.050461322,81.89,0.61,668
1078.794469,88210000,640000,55.75,1.078794469,88.21,0.64,669
1407.298591,98070000,820000,55.1666666666667,1.407298591,98.07,0.82,662
1027.702649,81680000,610000,54.3333333333333,1.027702649,81.68,0.61,652
1136.769867,88400000,670000,53.5833333333333,1.136769867,88.4,0.67,643
1110.308594,87010000,650000,54.6666666666667,1.110308594,87.01,0.65,656
1172.273488,90050000,690000,53.8333333333333,1.172273488,90.05,0.69,646
1103.412021,87390000,650000,54.3333333333333,1.103412021,87.39,0.65,652
1174.987186,83990000,690000,55.6666666666667,1.174987186,83.99,0.69,668
1591.539776,102890000,920000,50.25,1.591539776,102.89,0.92,603
1083.604387,88300000,640000,52.3333333333333,1.083604387,88.3,0.64,628
1100.063469,88240000,650000,51.8333333333333,1.100063469,88.24,0.65,622
1386.356418,96880000,810000,54.9166666666667,1.386356418,96.88,0.81,659
1106.320957,88190000,650000,51.5,1.106320957,88.19,0.65,618
1547.444915,101990000,900000,55.1666666666667,1.547444915,101.99,0.9,662
1583.493714,104050000,920000,56.8333333333333,1.583493714,104.05,0.92,682
1185.196585,90460000,700000,52.3333333333333,1.185196585,90.46,0.7,628
1096.830185,81810000,650000,53.5,1.096830185,81.81,0.65,642
1518.354555,100450000,880000,53.3333333333333,1.518354555,100.45,0.88,640
1527.527556,101520000,890000,55.5,1.527527556,101.52,0.89,666
1642.431242,111630000,960000,55,1.642431242,111.63,0.96,660
1142.680813,95050000,670000,51.6666666666667,1.142680813,95.05,0.67,620
1387.615155,96200000,810000,53.3333333333333,1.387615155,96.2,0.81,640
1501.49333,101610000,870000,54,1.50149333,101.61,0.87,648
1076.784819,88780000,640000,50.1666666666667,1.076784819,88.78,0.64,602
1068.447235,85830000,630000,51.5,1.068447235,85.83,0.63,618
1096.817701,87910000,650000,50,1.096817701,87.91,0.65,600
1107.141555,86360000,650000,52.0833333333333,1.107141555,86.36,0.65,625
1062.404027,80400000,630000,51.6666666666667,1.062404027,80.4,0.63,620
1044.369147,79190000,610000,51.1666666666667,1.044369147,79.19,0.61,614
1498.439465,100170000,870000,53.1666666666667,1.498439465,100.17,0.87,638
1081.568976,87610000,640000,50.6666666666667,1.081568976,87.61,0.64,608
1101.863663,87080000,650000,50.3333333333333,1.101863663,87.08,0.65,604
1097.563547,87030000,650000,51,1.097563547,87.03,0.65,612
1079.114152,86310000,640000,50.3333333333333,1.079114152,86.31,0.64,604
1059.654583,81230000,630000,49.8333333333333,1.059654583,81.23,0.63,598
1111.062618,87000000,660000,50.75,1.111062618,87,0.66,609
1112.306831,85890000,660000,51.1666666666667,1.112306831,85.89,0.66,614
1166.072751,76340000,680000,50.3333333333333,1.166072751,76.34,0.68,604
1152.547042,74600000,680000,51.3333333333333,1.152547042,74.6,0.68,616
1184.283049,78100000,700000,51,1.184283049,78.1,0.7,612
1263.732623,83510000,740000,50.3333333333333,1.263732623,83.51,0.74,604
1145.715699,72750000,670000,52.1666666666667,1.145715699,72.75,0.67,626
1082.192047,72500000,640000,50.9166666666667,1.082192047,72.5,0.64,611
1143.701816,74490000,670000,51.3333333333333,1.143701816,74.49,0.67,616
1163.175353,74790000,690000,52,1.163175353,74.79,0.69,624
1153.710532,75870000,680000,51.5,1.153710532,75.87,0.68,618
1152.997066,75700000,680000,51.5,1.152997066,75.7,0.68,618
