Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,510.68,7071.67,0.07,244.12,0.0
C++,741.2,12126.33,0.06,244.12,0.0
C#,469.01,6794.5,0.07,244.12,0.0
Rust,501.02,6855.5,0.07,244.12,0.0
Java,488.4,6749.33,0.07,244.12,0.0
