Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,1.49,35.67,0.04,0.0,0.0
C++,1.51,36.67,0.04,0.0,0.0
C#,5.72,132.83,0.04,0.0,0.0
Rust,3.25,78.83,0.04,0.0,0.0
Java,4.07,73.67,0.06,0.0,0.0
