Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,146.8,2127.33,0.07,127.37,0.0
C++,118.86,1462.0,0.08,127.37,0.0
C#,158.43,2248.67,0.07,127.37,0.0
Rust,139.11,1867.67,0.07,127.37,0.0
Java,135.57,1683.83,0.08,127.37,0.0
