Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,1.43,20.33,0.07,0.0,0.0
C++,0.22,2.67,0.08,0.0,0.0
C#,4.17,71.5,0.06,0.0,0.0
Rust,0.37,4.33,0.09,0.0,0.0
Java,3.5,38.67,0.09,0.0,0.0
