Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
binary-trees,56.09,49.58,0.0,1.18,563,403.99,0
binary-trees,52.93,46.12,0.0,1.18,593,403.99,0
binary-trees,42.94,35.33,0.0,1.19,665,403.99,0
binary-trees,41.57,34.34,0.0,1.14,634,403.99,0
binary-trees,41.93,34.42,0.0,1.29,650,403.99,0
binary-trees,44.92,36.87,0.0,1.33,698,403.99,0
binary-trees,41.12,34.0,0.0,1.18,620,403.99,0
binary-trees,41.55,34.18,0.0,1.2,644,403.99,0
binary-trees,40.88,33.67,0.0,1.2,627,403.99,0
binary-trees,42.36,34.77,0.0,1.22,661,403.99,0
