binary-trees,1658.38,0
fannkuch-redux,30.49,0
fasta,40.74,0
k-nucleotide,181.91,0
mandelbrot,63.58,0
n-body,30.11,0
pidigits,33.24,0
regex-redux,788.17,0
reverse-complement,743.72,0
spectral-norm,32.24,0
