Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,67.54,3484.65,0.02,0.0,0.0
C++,67.61,3485.0,0.02,0.0,0.0
C#,68.24,3434.13,0.02,0.0,0.0
Rust,67.8,3420.84,0.02,0.0,0.0
Java,128.76,6588.13,0.02,0.0,0.0
