Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,102.95,2754.77,0.04,127.37,0.0
C++,92.35,1693.45,0.05,127.37,0.0
C#,109.37,2944.39,0.04,127.37,0.0
Rust,88.45,2509.13,0.04,127.37,0.0
Java,103.58,1952.52,0.05,127.37,0.0
