Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,196.06,3605.5,0.05,1.87,0.0
C++,204.23,3682.83,0.06,1.87,0.0
C#,421.89,7700.83,0.05,1.87,0.0
Rust,183.61,3633.67,0.05,1.87,0.0
Java,291.98,5229.67,0.06,1.87,0.0
