Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,33.44,641.17,0.05,32.0,0.0
C++,21.99,355.0,0.06,32.0,0.0
C#,121.04,2731.17,0.04,32.0,0.0
Rust,58.6,1493.67,0.04,32.0,0.0
Java,90.98,1699.67,0.05,32.0,0.0
