Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,0.92,27.0,0.03,0.0,0.0
C++,0.14,3.5,0.04,0.0,0.0
C#,2.88,99.5,0.03,0.0,0.0
Rust,0.27,6.17,0.04,0.0,0.0
Java,2.17,53.17,0.04,0.0,0.0
