Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,102.82,2729.17,0.04,127.37,0.0
C++,92.29,1692.33,0.05,127.37,0.0
C#,109.56,2968.83,0.04,127.37,0.0
Rust,86.82,2462.17,0.04,127.37,0.0
Java,105.3,1961.17,0.05,127.37,0.0
