Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,340.91,9614.17,0.04,244.12,0.0
C++,491.17,17127.83,0.03,244.12,0.0
C#,331.25,10226.0,0.03,244.12,0.0
Rust,328.51,9893.17,0.03,244.12,0.0
Java,323.37,9320.5,0.03,244.12,0.0
