Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,68.77,3485.67,0.02,0.0,0.0
C++,68.89,3485.5,0.02,0.0,0.0
C#,68.09,3433.0,0.02,0.0,0.0
Rust,67.87,3421.0,0.02,0.0,0.0
Java,129.47,6587.33,0.02,0.0,0.0
