Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
n-body,127.92,88.06,0.0,2.0,3601,1.87,0
n-body,125.74,86.52,0.0,1.97,3541,1.87,0
n-body,128.21,88.52,0.0,1.99,3587,1.87,0
n-body,128.02,88.39,0.0,1.99,3580,1.87,0
n-body,127.25,87.75,0.0,1.99,3569,1.87,0
n-body,124.53,85.61,0.0,1.96,3517,1.87,0
n-body,128.37,88.66,0.0,2.0,3588,1.87,0
n-body,124.19,85.34,0.0,1.95,3508,1.87,0
n-body,128.21,88.56,0.0,1.99,3583,1.87,0
n-body,124.93,85.92,0.0,1.96,3523,1.87,0
n-body,124.2,85.35,0.0,1.95,3510,1.87,0
n-body,124.04,85.24,0.0,1.95,3504,1.87,0
n-body,128.2,88.54,0.0,1.99,3583,1.87,0
n-body,127.46,87.95,0.0,1.99,3570,1.87,0
n-body,124.06,85.25,0.0,1.95,3505,1.87,0
n-body,128.76,89.08,0.0,2.0,3588,1.87,0
n-body,124.2,85.36,0.0,1.95,3509,1.87,0
n-body,128.26,88.58,0.0,1.99,3584,1.87,0
n-body,128.48,88.76,0.0,2.0,3586,1.87,0
n-body,124.08,85.27,0.0,1.95,3507,1.87,0
n-body,126.41,87.13,0.0,1.97,3546,1.87,0
n-body,128.2,88.58,0.0,1.99,3582,1.87,0
n-body,127.82,88.26,0.0,1.99,3571,1.87,0
n-body,128.21,88.57,0.0,1.99,3582,1.87,0
n-body,126.81,87.44,0.0,1.98,3556,1.87,0
n-body,125.27,86.21,0.0,1.96,3530,1.87,0
n-body,128.54,88.81,0.0,2.0,3588,1.87,0
n-body,127.68,88.22,0.0,1.98,3565,1.87,0
n-body,128.23,88.6,0.0,1.99,3579,1.87,0
n-body,127.55,88.15,0.0,1.98,3560,1.87,0
n-body,128.27,88.67,0.0,1.99,3576,1.87,0
n-body,131.67,92.27,0.0,1.98,3560,1.87,0
n-body,131.52,92.11,0.0,1.98,3560,1.87,0
n-body,132.12,92.59,0.0,1.99,3571,1.87,0
n-body,130.07,91.01,0.0,1.96,3527,1.87,0
n-body,131.23,91.89,0.0,1.98,3556,1.87,0
n-body,131.09,91.78,0.0,1.98,3552,1.87,0
n-body,130.26,90.96,0.0,1.97,3550,1.87,0
n-body,128.99,90.1,0.0,1.95,3511,1.87,0
n-body,131.64,92.22,0.0,1.98,3560,1.87,0
n-body,130.2,91.02,0.0,1.97,3540,1.87,0
n-body,131.21,91.93,0.0,1.97,3551,1.87,0
n-body,130.1,91.03,0.0,1.96,3529,1.87,0
n-body,129.42,90.44,0.0,1.96,3520,1.87,0
n-body,128.65,89.91,0.0,1.95,3498,1.87,0
