Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
binary-trees,35.02,25.2,0.0,1.15,871,131.25,0
binary-trees,35.37,25.32,0.0,1.15,895,131.25,0
binary-trees,35.22,25.23,0.0,1.15,887,131.25,0
binary-trees,35.26,25.23,0.0,1.15,890,131.25,0
binary-trees,35.38,25.29,0.0,1.15,897,131.25,0
binary-trees,35.27,25.28,0.0,1.15,889,131.25,0
binary-trees,35.2,25.23,0.0,1.14,886,131.25,0
binary-trees,35.12,25.06,0.0,1.15,896,131.25,0
binary-trees,35.52,25.19,0.0,1.17,921,131.25,0
binary-trees,35.59,25.22,0.0,1.17,923,131.25,0
binary-trees,35.05,25.06,0.0,1.15,888,131.25,0
binary-trees,35.11,25.07,0.0,1.15,893,131.25,0
binary-trees,35.46,25.14,0.0,1.17,918,131.25,0
binary-trees,35.39,25.12,0.0,1.16,913,131.25,0
binary-trees,35.02,25.13,0.0,1.12,879,131.25,0
binary-trees,35.06,25.1,0.0,1.12,885,131.25,0
binary-trees,34.94,25.02,0.0,1.12,881,131.25,0
binary-trees,35.01,25.13,0.0,1.14,877,131.25,0
binary-trees,34.73,25.03,0.0,1.11,864,131.25,0
binary-trees,34.75,25.26,0.0,1.1,842,131.25,0
binary-trees,34.6,24.98,0.0,1.11,854,131.25,0
binary-trees,34.49,24.87,0.0,1.09,855,131.25,0
binary-trees,34.32,24.84,0.0,1.1,843,131.25,0
binary-trees,34.36,24.84,0.0,1.11,846,131.25,0
binary-trees,34.34,24.81,0.0,1.11,845,131.25,0
binary-trees,34.73,25.22,0.0,1.1,845,131.25,0
binary-trees,35.05,25.09,0.0,1.12,886,131.25,0
binary-trees,35.13,25.16,0.0,1.12,886,131.25,0
binary-trees,34.57,25.11,0.0,1.12,840,131.25,0
binary-trees,34.54,24.76,0.0,1.14,869,131.25,0
binary-trees,34.86,24.9,0.0,1.15,885,131.25,0
binary-trees,34.68,24.86,0.0,1.14,871,131.25,0
binary-trees,34.9,24.82,0.0,1.16,897,131.25,0
binary-trees,34.91,24.85,0.0,1.16,894,131.25,0
binary-trees,34.84,24.88,0.0,1.16,886,131.25,0
binary-trees,34.81,24.95,0.0,1.14,877,131.25,0
binary-trees,34.83,25.01,0.0,1.12,873,131.25,0
binary-trees,34.68,25.18,0.0,1.1,843,131.25,0
binary-trees,34.81,25.19,0.0,1.09,856,131.25,0
binary-trees,35.01,25.32,0.0,1.13,859,131.25,0
binary-trees,34.69,25.02,0.0,1.13,858,131.25,0
binary-trees,34.73,25.08,0.0,1.14,856,131.25,0
binary-trees,34.89,25.15,0.0,1.14,867,131.25,0
binary-trees,35.4,25.46,0.0,1.14,882,131.25,0
binary-trees,34.97,25.38,0.0,1.1,853,131.25,0
