binary-trees,132.50,0
fannkuch-redux,3.625,0
fasta,4.25,0
k-nucleotide,153.46,0
mandelbrot,33.50,0
n-body,1.87,0
pidigits,4.37,0
regex-redux,212.35,0
reverse-complement,241.87,0
spectral-norm,2.37,0
division-loop,0,0
matrix-multiplication,0,0
polynomial-evaluation,0,0
