Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
spectral-norm,19.5,17.71,0.0,0.09,167,2.37,0
spectral-norm,19.86,17.97,0.0,0.09,167,2.37,0
spectral-norm,20.04,18.15,0.0,0.09,167,2.37,0
spectral-norm,19.98,18.22,0.0,0.09,166,2.37,0
spectral-norm,20.16,18.29,0.0,0.09,167,2.37,0
spectral-norm,20.18,18.3,0.0,0.09,167,2.37,0
spectral-norm,20.19,18.31,0.0,0.09,167,2.37,0
spectral-norm,20.08,18.31,0.0,0.09,166,2.37,0
spectral-norm,20.2,18.32,0.0,0.09,167,2.37,0
spectral-norm,20.21,18.35,0.0,0.09,167,2.37,0
spectral-norm,20.21,18.34,0.0,0.09,167,2.37,0
spectral-norm,20.1,18.35,0.0,0.09,166,2.37,0
spectral-norm,20.2,18.34,0.0,0.09,167,2.37,0
spectral-norm,20.22,18.35,0.0,0.09,167,2.37,0
spectral-norm,20.2,18.35,0.0,0.09,167,2.37,0
spectral-norm,20.22,18.33,0.0,0.09,167,2.37,0
spectral-norm,20.21,18.31,0.0,0.09,167,2.37,0
spectral-norm,20.09,18.33,0.0,0.09,166,2.37,0
spectral-norm,20.22,18.33,0.0,0.09,167,2.37,0
spectral-norm,20.21,18.34,0.0,0.09,167,2.37,0
spectral-norm,20.23,18.37,0.0,0.09,167,2.37,0
spectral-norm,20.18,18.33,0.0,0.09,166,2.37,0
spectral-norm,20.21,18.36,0.0,0.09,167,2.37,0
spectral-norm,20.08,18.32,0.0,0.09,167,2.37,0
spectral-norm,20.3,18.34,0.0,0.09,167,2.37,0
spectral-norm,20.16,18.34,0.0,0.09,168,2.37,0
spectral-norm,20.18,18.34,0.0,0.09,167,2.37,0
spectral-norm,20.19,18.34,0.0,0.09,167,2.37,0
spectral-norm,20.08,18.32,0.0,0.09,166,2.37,0
spectral-norm,20.31,18.35,0.0,0.09,167,2.37,0
spectral-norm,20.11,18.37,0.0,0.09,167,2.37,0
spectral-norm,20.22,18.36,0.0,0.09,167,2.37,0
spectral-norm,20.23,18.39,0.0,0.09,167,2.37,0
spectral-norm,20.13,18.35,0.0,0.09,168,2.37,0
spectral-norm,20.25,18.33,0.0,0.09,167,2.37,0
spectral-norm,20.15,18.36,0.0,0.09,168,2.37,0
spectral-norm,20.17,18.36,0.0,0.09,167,2.37,0
spectral-norm,20.21,18.33,0.0,0.09,168,2.37,0
spectral-norm,20.18,18.3,0.0,0.09,168,2.37,0
spectral-norm,20.26,18.36,0.0,0.09,167,2.37,0
spectral-norm,20.12,18.35,0.0,0.09,168,2.37,0
spectral-norm,20.25,18.35,0.0,0.09,168,2.37,0
spectral-norm,20.2,18.32,0.0,0.09,168,2.37,0
spectral-norm,20.22,18.32,0.0,0.09,167,2.37,0
spectral-norm,20.11,18.33,0.0,0.09,168,2.37,0
