Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
n-body,67.15,47.81,0.0,0.97,1745,1.87,0
n-body,65.18,46.24,0.0,0.95,1713,1.87,0
n-body,65.77,46.68,0.0,0.96,1723,1.87,0
n-body,66.53,47.4,0.0,0.98,1731,1.87,0
n-body,65.16,46.18,0.0,0.95,1711,1.87,0
n-body,65.47,46.43,0.0,0.96,1721,1.87,0
n-body,66.56,47.32,0.0,0.97,1739,1.87,0
n-body,66.68,47.41,0.0,0.97,1738,1.87,0
n-body,67.03,47.74,0.0,0.97,1744,1.87,0
n-body,66.65,47.39,0.0,0.97,1740,1.87,0
