Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,113.37,2736.5,0.04,1.87,0.0
C++,124.31,3014.83,0.04,1.87,0.0
C#,130.46,3588.33,0.04,1.87,0.0
Rust,77.41,2117.67,0.04,1.87,0.0
Java,137.8,3676.17,0.04,1.87,0.0
