Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,48.15,691.5,0.07,148.5,0.0
C++,383.46,8086.5,0.05,148.5,0.0
C#,415.8,5270.83,0.08,148.5,0.0
Rust,31.84,732.0,0.04,148.5,0.0
Java,245.94,3594.17,0.07,148.5,0.0
