Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
n-body,245.9,16.01,0.0,11.56,20778,1.87,0
n-body,245.35,16.03,0.0,11.53,20725,1.87,0
n-body,245.83,16.62,0.0,11.52,20711,1.87,0
n-body,244.89,15.97,0.0,11.51,20686,1.87,0
n-body,244.45,15.83,0.0,11.49,20663,1.87,0
n-body,244.64,15.81,0.0,11.5,20680,1.87,0
n-body,244.59,15.9,0.0,11.5,20666,1.87,0
n-body,244.53,15.9,0.0,11.49,20663,1.87,0
n-body,245.48,15.82,0.0,11.55,20759,1.87,0
n-body,244.35,15.72,0.0,11.49,20661,1.87,0
n-body,244.78,16.08,0.0,11.5,20673,1.87,0
n-body,244.9,16.11,0.0,11.5,20680,1.87,0
n-body,244.53,15.84,0.0,11.5,20672,1.87,0
n-body,244.65,15.76,0.0,11.51,20686,1.87,0
n-body,244.61,15.8,0.0,11.5,20679,1.87,0
n-body,244.5,15.93,0.0,11.49,20659,1.87,0
n-body,244.87,16.13,0.0,11.5,20674,1.87,0
n-body,244.56,15.97,0.0,11.49,20661,1.87,0
n-body,244.85,16.17,0.0,11.5,20667,1.87,0
n-body,245.0,15.92,0.0,11.52,20701,1.87,0
n-body,244.87,16.2,0.0,11.5,20665,1.87,0
n-body,245.24,16.58,0.0,11.5,20665,1.87,0
n-body,244.88,16.05,0.0,11.5,20679,1.87,0
n-body,246.53,15.97,0.0,11.59,20837,1.87,0
n-body,245.71,16.62,0.0,11.52,20702,1.87,0
n-body,246.72,16.48,0.0,11.57,20807,1.87,0
n-body,244.95,16.23,0.0,11.5,20670,1.87,0
n-body,244.86,16.17,0.0,11.5,20669,1.87,0
n-body,244.51,15.87,0.0,11.5,20667,1.87,0
n-body,244.63,16.04,0.0,11.49,20661,1.87,0
n-body,244.6,15.92,0.0,11.5,20669,1.87,0
n-body,245.62,16.81,0.0,11.5,20680,1.87,0
n-body,245.04,16.26,0.0,11.5,20676,1.87,0
n-body,244.55,15.79,0.0,11.5,20675,1.87,0
n-body,244.92,15.85,0.0,11.52,20704,1.87,0
n-body,244.45,15.81,0.0,11.49,20664,1.87,0
n-body,244.43,15.83,0.0,11.49,20662,1.87,0
n-body,243.89,15.81,0.0,11.47,20617,1.87,0
n-body,244.2,15.88,0.0,11.48,20636,1.87,0
n-body,244.25,15.98,0.0,11.48,20630,1.87,0
n-body,245.43,16.1,0.0,11.53,20728,1.87,0
n-body,244.47,16.19,0.0,11.48,20634,1.87,0
n-body,244.05,15.9,0.0,11.47,20623,1.87,0
n-body,244.05,15.69,0.0,11.48,20639,1.87,0
n-body,243.88,15.67,0.0,11.47,20624,1.87,0
