Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
binary-trees,423.05,320.21,0.0,11.19,9151,131.25,0
binary-trees,416.88,314.37,0.0,11.17,9120,131.25,0
binary-trees,416.46,313.8,0.0,11.12,9135,131.25,0
binary-trees,412.9,311.06,0.0,11.05,9064,131.25,0
binary-trees,403.15,298.46,0.0,11.21,9323,131.25,0
