Elapsed Time (ms);Package Energy (µJ);DRAM Energy (µJ)
9717;307140747.0703125;5406616.2109375
9681;305147155.76171875;5386047.36328125
8359;254184509.27734375;4649658.203125
8361;254321044.921875;4650634.765625
8398;256384765.625;4672912.59765625
8360;254238098.14453125;4651184.08203125
8360;254215820.3125;4650146.484375
8359;254214782.71484375;4650024.4140625
8359;254205505.37109375;4649658.203125
8359;254154724.12109375;4649536.1328125
8363;254529846.19140625;4652160.64453125
8360;254253906.25;4649963.37890625
8373;254597106.93359375;4657226.5625
8358;254087768.5546875;4649475.09765625
8370;254488098.14453125;4655517.578125
8358;254012023.92578125;4649536.1328125
8365;254298400.87890625;4652709.9609375
8363;254254577.63671875;4652282.71484375
8358;254048706.0546875;4649597.16796875
8359;254073486.328125;4649475.09765625
8368;254441345.21484375;4654479.98046875
8358;254086059.5703125;4649414.0625
8361;254269226.07421875;4650573.73046875
8358;254082641.6015625;4649475.09765625
8383;255114746.09375;4663330.078125
8360;254243469.23828125;4650024.4140625
8360;254208251.953125;4649963.37890625
8360;254195495.60546875;4650512.6953125
8359;254207641.6015625;4649963.37890625
8375;254678649.90234375;4658325.1953125
8374;254623779.296875;4658203.125
8354;253843750.0;4647338.8671875
8357;254159606.93359375;4648315.4296875
8365;254489135.7421875;4653320.3125
8367;254503417.96875;4653869.62890625
8360;254089355.46875;4650573.73046875
8373;254630859.375;4659667.96875
8388;255110046.38671875;4666015.625
8374;254700744.62890625;4658447.265625
8357;254027221.6796875;4648864.74609375
8360;254198242.1875;4651306.15234375
8373;254662963.8671875;4657348.6328125
8359;254066040.0390625;4649536.1328125
8359;254212707.51953125;4649963.37890625
8381;254944213.8671875;4661682.12890625
8366;254451721.19140625;4653381.34765625
8358;254205932.6171875;4649414.0625
8359;254194641.11328125;4649414.0625
8371;254585998.53515625;4656127.9296875
8406;256023193.359375;4676147.4609375
8406;255826904.296875;4675476.07421875
8399;255709289.55078125;4672302.24609375
8352;253739379.8828125;4646301.26953125
8360;254035705.56640625;4650085.44921875
8382;254990112.3046875;4663391.11328125
8366;254338500.9765625;4653442.3828125
8353;253923156.73828125;4646667.48046875
8367;254364074.70703125;4654479.98046875
8361;254096801.7578125;4650512.6953125
8400;255707153.3203125;4672790.52734375
8383;255024719.23828125;4663391.11328125
8376;254701660.15625;4658935.546875
8368;254461364.74609375;4654418.9453125
8379;254974975.5859375;4661132.8125
8358;254105224.609375;4649658.203125
8408;256165161.1328125;4676757.8125
8407;255982666.015625;4676513.671875
8406;255943176.26953125;4676208.49609375
8381;255041992.1875;4661682.12890625
8358;254092895.5078125;4649414.0625
8357;253999267.578125;4648864.74609375
8356;253836791.9921875;4648315.4296875
8364;254198974.609375;4652893.06640625
8359;254027404.78515625;4649536.1328125
8359;254006958.0078125;4649597.16796875
8366;254937805.17578125;4654663.0859375
8365;254324279.78515625;4653259.27734375
8385;255146301.26953125;4664123.53515625
8364;254247253.41796875;4652832.03125
8359;254057128.90625;4649475.09765625
8357;253915466.30859375;4648925.78125
8372;254542236.328125;4657348.6328125
8405;255802246.09375;4675109.86328125
8405;255963562.01171875;4675598.14453125
8401;255773742.67578125;4673400.87890625
8361;254201171.875;4650634.765625
