Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
matrix-multiplication,1.25,0.44,0.0,0.04,73,0.0,0
matrix-multiplication,1.05,0.56,0.0,0.03,47,0.0,0
matrix-multiplication,1.08,0.55,0.0,0.03,46,0.0,0
matrix-multiplication,1.09,0.57,0.0,0.03,47,0.0,0
matrix-multiplication,1.09,0.57,0.0,0.03,47,0.0,0
