Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
regex-redux,160.14,104.82,0.0,3.56,4983,148.5,0
regex-redux,153.77,103.23,0.0,3.3,4552,148.5,0
regex-redux,160.33,105.38,0.0,3.54,4948,148.5,0
regex-redux,154.66,103.3,0.0,3.36,4626,148.5,0
regex-redux,152.61,103.1,0.0,3.27,4457,148.5,0
regex-redux,158.49,104.87,0.0,3.45,4828,148.5,0
regex-redux,154.06,103.36,0.0,3.32,4565,148.5,0
regex-redux,154.35,104.47,0.0,3.3,4490,148.5,0
regex-redux,159.69,104.74,0.0,3.53,4949,148.5,0
regex-redux,160.4,104.95,0.0,3.56,4994,148.5,0
regex-redux,152.95,103.44,0.0,3.26,4456,148.5,0
regex-redux,157.38,104.17,0.0,3.45,4794,148.5,0
regex-redux,159.35,105.81,0.0,3.48,4821,148.5,0
regex-redux,156.6,104.57,0.0,3.4,4686,148.5,0
regex-redux,156.62,105.1,0.0,3.37,4638,148.5,0
regex-redux,158.13,104.75,0.0,3.45,4807,148.5,0
regex-redux,156.56,103.3,0.0,3.46,4794,148.5,0
regex-redux,159.06,105.07,0.0,3.49,4864,148.5,0
regex-redux,159.29,105.51,0.0,3.48,4843,148.5,0
regex-redux,158.9,104.78,0.0,3.49,4873,148.5,0
regex-redux,160.91,107.28,0.0,3.48,4830,148.5,0
regex-redux,160.11,105.29,0.0,3.53,4937,148.5,0
regex-redux,156.91,103.65,0.0,3.45,4797,148.5,0
regex-redux,158.71,104.47,0.0,3.49,4885,148.5,0
regex-redux,158.1,103.89,0.0,3.49,4880,148.5,0
regex-redux,158.13,105.37,0.0,3.42,4752,148.5,0
regex-redux,159.46,105.67,0.0,3.48,4845,148.5,0
regex-redux,155.98,104.28,0.0,3.36,4655,148.5,0
regex-redux,162.09,106.5,0.0,3.56,5006,148.5,0
regex-redux,156.91,104.11,0.0,3.43,4755,148.5,0
regex-redux,160.0,105.45,0.0,3.51,4913,148.5,0
