Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,242.09,2983.29,0.08,1.87,0.0
C++,266.28,3280.5,0.08,3.62,0.0
C#,0.03,0.64,0.05,30.49,0.0
Rust,289.9,3618.96,0.08,2.0,0.0
Java,369.16,4692.3,0.08,44.35,0.0
