Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,91.2,2351.99,0.04,1.87,0.0
C++,85.94,2146.39,0.04,1.87,0.0
C#,135.49,3597.2,0.04,30.11,0.0
Rust,66.5,1719.65,0.04,1.87,0.0
Java,138.94,3705.57,0.04,42.27,0.0
