Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
reverse-complement,286.33,195.57,0.0,4.78,8196,244.12,0
reverse-complement,289.5,194.19,0.0,5.01,8609,244.12,0
reverse-complement,274.18,191.1,0.0,4.39,7501,244.12,0
reverse-complement,306.32,208.54,0.0,5.13,8830,244.12,0
reverse-complement,277.31,190.74,0.0,4.57,7817,244.12,0
reverse-complement,261.39,178.46,0.0,4.39,7489,244.12,0
reverse-complement,264.98,182.07,0.0,4.39,7487,244.12,0
reverse-complement,282.05,191.8,0.0,4.75,8149,244.12,0
reverse-complement,317.44,213.54,0.0,5.44,9384,244.12,0
reverse-complement,279.04,196.0,0.0,4.39,7497,244.12,0
reverse-complement,283.35,191.54,0.0,4.83,8291,244.12,0
reverse-complement,314.55,206.46,0.0,5.65,9761,244.12,0
reverse-complement,275.19,191.96,0.0,4.4,7516,244.12,0
reverse-complement,273.44,188.55,0.0,4.48,7665,244.12,0
reverse-complement,318.6,207.1,0.0,5.82,10068,244.12,0
reverse-complement,280.53,192.51,0.0,4.64,7947,244.12,0
reverse-complement,307.74,201.55,0.0,5.55,9590,244.12,0
reverse-complement,277.24,189.54,0.0,4.62,7917,244.12,0
reverse-complement,339.03,218.19,0.0,6.29,10919,244.12,0
reverse-complement,292.77,199.81,0.0,4.89,8395,244.12,0
reverse-complement,279.87,196.56,0.0,4.4,7522,244.12,0
reverse-complement,272.42,188.86,0.0,4.42,7546,244.12,0
reverse-complement,262.47,178.96,0.0,4.41,7538,244.12,0
reverse-complement,287.09,199.37,0.0,4.62,7921,244.12,0
reverse-complement,274.85,189.66,0.0,4.5,7691,244.12,0
reverse-complement,257.32,173.93,0.0,4.41,7529,244.12,0
reverse-complement,308.71,208.65,0.0,5.25,9038,244.12,0
reverse-complement,293.34,193.41,0.0,5.24,9022,244.12,0
reverse-complement,297.15,200.21,0.0,5.09,8753,244.12,0
reverse-complement,302.14,199.34,0.0,5.38,9283,244.12,0
reverse-complement,279.42,196.01,0.0,4.41,7532,244.12,0
reverse-complement,268.59,185.29,0.0,4.4,7521,244.12,0
reverse-complement,271.82,188.52,0.0,4.4,7522,244.12,0
reverse-complement,297.62,201.36,0.0,5.06,8694,244.12,0
reverse-complement,324.83,216.0,0.0,5.69,9827,244.12,0
reverse-complement,292.88,202.56,0.0,4.75,8156,244.12,0
reverse-complement,295.33,202.66,0.0,4.88,8368,244.12,0
reverse-complement,296.33,200.11,0.0,5.05,8688,244.12,0
reverse-complement,273.79,190.47,0.0,4.4,7522,244.12,0
reverse-complement,303.9,204.17,0.0,5.23,9004,244.12,0
reverse-complement,270.14,183.88,0.0,4.55,7790,244.12,0
reverse-complement,271.18,188.19,0.0,4.39,7493,244.12,0
reverse-complement,275.86,192.9,0.0,4.38,7490,244.12,0
reverse-complement,275.47,192.51,0.0,4.38,7491,244.12,0
reverse-complement,279.58,192.17,0.0,4.61,7892,244.12,0
