Elapsed Time (ms);Package Energy (µJ);DRAM Energy (µJ)
3;266174.31640625;2014.16015625
2;229187.01171875;1220.703125
2;229858.3984375;1098.6328125
2;234558.10546875;1159.66796875
2;222839.35546875;1037.59765625
1;231018.06640625;1159.66796875
2;119201.66015625;549.31640625
2;228515.625;1098.6328125
2;236938.4765625;1098.6328125
2;244445.80078125;1159.66796875
2;236145.01953125;1098.6328125
2;235107.421875;1098.6328125
2;229553.22265625;1098.6328125
1;232360.83984375;1159.66796875
2;116394.04296875;549.31640625
2;237548.828125;1098.6328125
2;234680.17578125;1159.66796875
2;229736.328125;1098.6328125
1;231262.20703125;1098.6328125
2;119201.66015625;549.31640625
2;239746.09375;1159.66796875
2;229797.36328125;1098.6328125
2;239562.98828125;1098.6328125
1;233886.71875;1098.6328125
3;221252.44140625;1281.73828125
2;233032.2265625;1098.6328125
2;238647.4609375;1159.66796875
3;358520.5078125;1647.94921875
2;231811.5234375;1098.6328125
2;229553.22265625;1159.66796875
2;232788.0859375;1098.6328125
1;236816.40625;1098.6328125
3;239624.0234375;1159.66796875
2;229064.94140625;1098.6328125
2;234741.2109375;1098.6328125
2;238098.14453125;1098.6328125
2;351562.5;1708.984375
3;236511.23046875;1098.6328125
2;231933.59375;1098.6328125
2;242065.4296875;1159.66796875
2;239868.1640625;1098.6328125
2;234069.82421875;1098.6328125
2;233398.4375;1098.6328125
2;240905.76171875;1159.66796875
2;236083.984375;1098.6328125
2;355590.8203125;1708.984375
3;236572.265625;1098.6328125
2;235290.52734375;1098.6328125
2;236267.08984375;1098.6328125
2;231262.20703125;1098.6328125
2;237304.6875;1159.66796875
1;233276.3671875;1098.6328125
2;241149.90234375;1098.6328125
2;237548.828125;1159.66796875
2;237854.00390625;1098.6328125
2;239318.84765625;1098.6328125
2;119384.765625;549.31640625
2;349731.4453125;1647.94921875
3;234985.3515625;1159.66796875
2;240905.76171875;1098.6328125
2;232299.8046875;1098.6328125
2;352844.23828125;1647.94921875
3;238098.14453125;1159.66796875
2;233093.26171875;1098.6328125
2;240051.26953125;1159.66796875
2;346801.7578125;1647.94921875
3;235961.9140625;1098.6328125
2;240478.515625;1159.66796875
2;233215.33203125;1098.6328125
2;348510.7421875;1647.94921875
2;239440.91796875;1098.6328125
3;239257.8125;1159.66796875
2;232727.05078125;1098.6328125
2;248779.296875;1098.6328125
2;232666.015625;1159.66796875
2;238586.42578125;1098.6328125
2;234741.2109375;1098.6328125
2;240173.33984375;1098.6328125
2;231567.3828125;1159.66796875
2;233276.3671875;1037.59765625
2;238769.53125;1159.66796875
2;351257.32421875;1647.94921875
2;235046.38671875;1098.6328125
2;236328.125;1159.66796875
2;233947.75390625;1098.6328125
2;238830.56640625;1098.6328125
3;236694.3359375;1098.6328125
2;244506.8359375;1159.66796875
2;235595.703125;1098.6328125
2;239807.12890625;1098.6328125
2;347351.07421875;1647.94921875
3;240539.55078125;1159.66796875
2;236572.265625;1098.6328125
2;239685.05859375;1098.6328125
2;358276.3671875;1647.94921875
3;236022.94921875;1159.66796875
2;235961.9140625;1098.6328125
2;239807.12890625;1098.6328125
2;231323.2421875;1098.6328125
2;233642.578125;1159.66796875
2;236938.4765625;1098.6328125
2;232971.19140625;1098.6328125
2;239074.70703125;1098.6328125
2;235534.66796875;1098.6328125
2;234130.859375;1159.66796875
2;240905.76171875;1098.6328125
2;233642.578125;1098.6328125
2;236572.265625;1098.6328125
2;230590.8203125;1159.66796875
2;238647.4609375;1098.6328125
2;235839.84375;1098.6328125
2;236450.1953125;1098.6328125
2;354675.29296875;1708.984375
2;238281.25;1098.6328125
2;235961.9140625;1098.6328125
2;235290.52734375;1098.6328125
2;237182.6171875;1159.66796875
2;237915.0390625;1098.6328125
2;240905.76171875;1098.6328125
2;236511.23046875;1098.6328125
3;232666.015625;1098.6328125
2;241271.97265625;1159.66796875
2;240112.3046875;1098.6328125
2;240051.26953125;1098.6328125
3;348144.53125;1708.984375
2;240112.3046875;1098.6328125
2;232727.05078125;1098.6328125
2;356994.62890625;1708.984375
3;234802.24609375;1098.6328125
2;234252.9296875;1098.6328125
2;242004.39453125;1098.6328125
2;359191.89453125;1708.984375
2;238281.25;1098.6328125
3;236633.30078125;1098.6328125
2;233642.578125;1098.6328125
2;360656.73828125;1708.984375
2;234741.2109375;1098.6328125
3;240661.62109375;1098.6328125
2;238891.6015625;1098.6328125
2;354919.43359375;1708.984375
3;236694.3359375;1098.6328125
2;231750.48828125;1098.6328125
2;233032.2265625;1098.6328125
2;236999.51171875;1159.66796875
2;233032.2265625;1098.6328125
2;239257.8125;1098.6328125
2;237426.7578125;1098.6328125
2;239990.234375;1098.6328125
2;234619.140625;1159.66796875
1;121887.20703125;549.31640625
2;235656.73828125;1098.6328125
2;247131.34765625;1159.66796875
2;232604.98046875;1098.6328125
2;234191.89453125;1098.6328125
1;232421.875;1098.6328125
2;242492.67578125;1098.6328125
2;123779.296875;610.3515625
2;230529.78515625;1037.59765625
2;235717.7734375;1159.66796875
2;236328.125;1098.6328125
2;239868.1640625;1098.6328125
2;243408.203125;1159.66796875
2;230529.78515625;1098.6328125
2;244689.94140625;1098.6328125
2;237976.07421875;1159.66796875
2;232055.6640625;1037.59765625
2;239501.953125;1159.66796875
2;236083.984375;1098.6328125
2;239257.8125;1098.6328125
1;233825.68359375;1098.6328125
3;244018.5546875;1159.66796875
1;234191.89453125;1098.6328125
3;235717.7734375;1098.6328125
2;234375.0;1098.6328125
2;237365.72265625;1098.6328125
2;240844.7265625;1159.66796875
2;353332.51953125;1647.94921875
2;235717.7734375;1098.6328125
2;240966.796875;1159.66796875
3;239562.98828125;1098.6328125
2;235595.703125;1098.6328125
2;238220.21484375;1159.66796875
2;230773.92578125;1098.6328125
2;243652.34375;1098.6328125
2;236328.125;1098.6328125
2;240661.62109375;1159.66796875
2;236572.265625;1098.6328125
2;248901.3671875;1098.6328125
2;233947.75390625;1098.6328125
2;242004.39453125;1159.66796875
2;233459.47265625;1098.6328125
2;242919.921875;1098.6328125
2;243225.09765625;1098.6328125
2;241699.21875;1159.66796875
2;230468.75;1098.6328125
2;240112.3046875;1098.6328125
2;235168.45703125;1098.6328125
2;237304.6875;1098.6328125
2;240234.375;1159.66796875
2;236450.1953125;1098.6328125
2;235168.45703125;1098.6328125
2;238830.56640625;1098.6328125
2;241760.25390625;1159.66796875
2;241210.9375;1098.6328125
2;235900.87890625;1098.6328125
2;233642.578125;1098.6328125
1;242553.7109375;1098.6328125
2;237670.8984375;1159.66796875
2;245361.328125;1098.6328125
2;113769.53125;549.31640625
2;242248.53515625;1098.6328125
2;237670.8984375;1159.66796875
2;126525.87890625;549.31640625
2;236877.44140625;1098.6328125
2;239746.09375;1098.6328125
2;237976.07421875;1098.6328125
2;240844.7265625;1159.66796875
2;234436.03515625;1098.6328125
2;242980.95703125;1098.6328125
2;235961.9140625;1098.6328125
2;240539.55078125;1159.66796875
2;232788.0859375;1098.6328125
2;242431.640625;1098.6328125
2;235717.7734375;1098.6328125
2;236572.265625;1098.6328125
2;243103.02734375;1159.66796875
2;239074.70703125;1098.6328125
2;235656.73828125;1098.6328125
2;234558.10546875;1098.6328125
2;239746.09375;1159.66796875
1;239501.953125;1098.6328125
2;236389.16015625;1098.6328125
2;236450.1953125;1098.6328125
2;122009.27734375;549.31640625
2;242858.88671875;1159.66796875
2;236633.30078125;1098.6328125
2;238220.21484375;1098.6328125
1;234313.96484375;1098.6328125
2;119384.765625;549.31640625
2;237487.79296875;1159.66796875
2;239135.7421875;1098.6328125
2;228820.80078125;1098.6328125
1;243774.4140625;1159.66796875
2;117248.53515625;549.31640625
2;239746.09375;1098.6328125
2;240295.41015625;1098.6328125
2;235351.5625;1098.6328125
1;235778.80859375;1098.6328125
2;242675.78125;1159.66796875
2;238464.35546875;1098.6328125
2;239013.671875;1098.6328125
2;238525.390625;1098.6328125
2;234313.96484375;1098.6328125
2;245178.22265625;1159.66796875
2;241943.359375;1098.6328125
2;121093.75;549.31640625
2;236450.1953125;1098.6328125
2;349121.09375;1708.984375
2;238098.14453125;1098.6328125
2;120666.50390625;549.31640625
2;237487.79296875;1098.6328125
2;114807.12890625;549.31640625
2;239440.91796875;1708.984375
2;124389.6484375;549.31640625
2;237731.93359375;1159.66796875
2;236389.16015625;1037.59765625
2;243896.484375;1159.66796875
2;234313.96484375;1098.6328125
2;244201.66015625;1159.66796875
2;232604.98046875;1098.6328125
2;241577.1484375;1098.6328125
2;240783.69140625;1098.6328125
2;240234.375;1098.6328125
2;236572.265625;1159.66796875
2;237243.65234375;1098.6328125
2;238098.14453125;1098.6328125
2;237609.86328125;1098.6328125
2;244384.765625;1098.6328125
2;244628.90625;1159.66796875
2;354370.1171875;1647.94921875
2;238952.63671875;1098.6328125
2;237365.72265625;1098.6328125
2;123229.98046875;610.3515625
2;239624.0234375;1098.6328125
2;237182.6171875;1098.6328125
2;236877.44140625;1098.6328125
2;238403.3203125;1159.66796875
2;234802.24609375;1098.6328125
1;241333.0078125;1098.6328125
2;119995.1171875;549.31640625
2;236877.44140625;1098.6328125
2;243041.9921875;1159.66796875
2;243835.44921875;1098.6328125
2;230468.75;1098.6328125
2;244323.73046875;1098.6328125
1;119140.625;610.3515625
2;230957.03125;1037.59765625
2;242309.5703125;1159.66796875
2;239868.1640625;1098.6328125
1;240905.76171875;1098.6328125
2;237121.58203125;1098.6328125
2;236083.984375;1159.66796875
2;242858.88671875;1098.6328125
2;240661.62109375;1098.6328125
2;241333.0078125;1159.66796875
2;235168.45703125;1098.6328125
3;233154.296875;1098.6328125
2;241760.25390625;1098.6328125
2;355224.609375;1708.984375
3;237426.7578125;1037.59765625
2;241088.8671875;1159.66796875
2;237731.93359375;1098.6328125
2;242980.95703125;1159.66796875
2;238220.21484375;1037.59765625
2;243469.23828125;1159.66796875
2;237548.828125;1098.6328125
2;358398.4375;1708.984375
3;236816.40625;1037.59765625
2;243591.30859375;1159.66796875
2;241149.90234375;1098.6328125
2;358337.40234375;1647.94921875
2;240600.5859375;1159.66796875
3;241149.90234375;1098.6328125
2;237670.8984375;1098.6328125
2;363586.42578125;1708.984375
2;238098.14453125;1098.6328125
3;242492.67578125;1098.6328125
2;237548.828125;1098.6328125
2;357971.19140625;1708.984375
2;239868.1640625;1098.6328125
3;237792.96875;1098.6328125
2;241210.9375;1098.6328125
2;243225.09765625;1098.6328125
2;240173.33984375;1159.66796875
2;356445.3125;1647.94921875
2;242858.88671875;1098.6328125
2;242126.46484375;1159.66796875
2;236206.0546875;1098.6328125
2;238098.14453125;1098.6328125
2;235717.7734375;1098.6328125
1;242065.4296875;1159.66796875
2;236572.265625;1037.59765625
3;237609.86328125;1159.66796875
2;240112.3046875;1098.6328125
2;238098.14453125;1098.6328125
1;232238.76953125;1098.6328125
2;122863.76953125;610.3515625
2;242187.5;1098.6328125
2;239868.1640625;1098.6328125
2;244628.90625;1159.66796875
2;231872.55859375;1098.6328125
2;240478.515625;1098.6328125
1;238220.21484375;1098.6328125
