Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
mandelbrot,189.39,167.37,0.0,1.16,1984,63.58,0
mandelbrot,211.43,183.51,0.0,1.44,2523,63.58,0
mandelbrot,199.61,175.19,0.0,1.27,2203,63.58,0
mandelbrot,191.15,169.19,0.0,1.15,1981,63.58,0
mandelbrot,151.67,127.68,0.0,1.26,2169,63.58,0
mandelbrot,142.86,118.46,0.0,1.26,2200,63.58,0
mandelbrot,155.52,127.35,0.0,1.47,2545,63.58,0
mandelbrot,149.85,125.88,0.0,1.24,2164,63.58,0
mandelbrot,143.85,119.5,0.0,1.27,2200,63.58,0
mandelbrot,142.58,118.08,0.0,1.27,2209,63.58,0
