Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
polynomial-evaluation,1.84,1.24,0.0,0.04,57,0.0,0
polynomial-evaluation,2.87,2.03,0.0,0.05,76,0.0,0
polynomial-evaluation,3.26,2.59,0.0,0.05,59,0.0,0
polynomial-evaluation,3.28,2.63,0.0,0.05,60,0.0,0
polynomial-evaluation,3.13,2.55,0.0,0.04,57,0.0,0
polynomial-evaluation,2.8,2.15,0.0,0.04,58,0.0,0
polynomial-evaluation,2.22,1.56,0.0,0.04,58,0.0,0
polynomial-evaluation,2.16,1.52,0.0,0.04,57,0.0,0
polynomial-evaluation,2.21,1.52,0.0,0.04,60,0.0,0
polynomial-evaluation,2.23,1.52,0.0,0.04,64,0.0,0
