Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
spectral-norm,36.19,31.92,0.0,0.23,387.54,32.24,0
spectral-norm,32.6,28.93,0.0,0.19,333.84,32.24,0
spectral-norm,31.81,28.08,0.0,0.2,338.46,32.24,0
spectral-norm,34.77,31.07,0.0,0.19,335.44,32.24,0
spectral-norm,31.55,27.86,0.0,0.19,334.53,32.24,0
spectral-norm,31.26,27.52,0.0,0.2,337.99,32.24,0
spectral-norm,30.74,26.87,0.0,0.2,347.8,32.24,0
spectral-norm,24.06,19.95,0.0,0.21,371.1,32.24,0
spectral-norm,24.06,19.95,0.0,0.21,370.97,32.24,0
spectral-norm,24.27,20.12,0.0,0.22,375.09,32.24,0
