Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
reverse-complement,479.82,403.16,0.0,4.19,6913,244.12,0
reverse-complement,450.01,385.46,0.0,3.56,5824,244.12,0
reverse-complement,439.18,372.82,0.0,3.65,5988,244.12,0
reverse-complement,477.0,399.76,0.0,4.2,6972,244.12,0
reverse-complement,427.43,363.75,0.0,3.53,5743,244.12,0
reverse-complement,440.46,378.1,0.0,3.46,5624,244.12,0
reverse-complement,443.05,380.95,0.0,3.44,5597,244.12,0
reverse-complement,425.21,362.21,0.0,3.48,5681,244.12,0
reverse-complement,381.76,316.48,0.0,3.6,5889,244.12,0
reverse-complement,387.5,321.35,0.0,3.64,5969,244.12,0
reverse-complement,390.41,323.72,0.0,3.67,6019,244.12,0
reverse-complement,381.93,316.75,0.0,3.59,5878,244.12,0
reverse-complement,376.24,311.97,0.0,3.55,5797,244.12,0
reverse-complement,448.39,371.96,0.0,4.16,6897,244.12,0
reverse-complement,434.11,358.57,0.0,4.11,6813,244.12,0
reverse-complement,390.66,325.27,0.0,3.6,5894,244.12,0
reverse-complement,408.64,337.71,0.0,3.88,6397,244.12,0
reverse-complement,429.49,357.27,0.0,3.94,6520,244.12,0
reverse-complement,396.56,328.87,0.0,3.72,6108,244.12,0
reverse-complement,409.17,339.34,0.0,3.83,6300,244.12,0
reverse-complement,435.83,361.44,0.0,4.06,6715,244.12,0
reverse-complement,393.84,326.51,0.0,3.7,6072,244.12,0
reverse-complement,407.58,337.99,0.0,3.81,6277,244.12,0
reverse-complement,383.54,318.0,0.0,3.61,5911,244.12,0
reverse-complement,505.11,414.46,0.0,4.87,8176,244.12,0
reverse-complement,396.51,332.66,0.0,3.52,5757,244.12,0
reverse-complement,447.45,371.1,0.0,4.15,6891,244.12,0
reverse-complement,428.51,355.29,0.0,4.0,6609,244.12,0
reverse-complement,387.08,320.91,0.0,3.64,5964,244.12,0
reverse-complement,427.51,353.85,0.0,4.02,6647,244.12,0
reverse-complement,395.05,328.21,0.0,3.67,6026,244.12,0
reverse-complement,395.16,327.7,0.0,3.71,6088,244.12,0
reverse-complement,394.99,327.53,0.0,3.71,6080,244.12,0
reverse-complement,380.01,315.14,0.0,3.58,5854,244.12,0
reverse-complement,384.53,318.85,0.0,3.61,5924,244.12,0
reverse-complement,389.06,322.55,0.0,3.66,6000,244.12,0
reverse-complement,385.3,319.56,0.0,3.62,5930,244.12,0
reverse-complement,381.33,316.2,0.0,3.59,5877,244.12,0
reverse-complement,426.57,351.48,0.0,4.09,6776,244.12,0
reverse-complement,395.94,330.69,0.0,3.59,5886,244.12,0
reverse-complement,383.68,318.12,0.0,3.61,5909,244.12,0
reverse-complement,394.26,326.85,0.0,3.7,6078,244.12,0
reverse-complement,416.11,345.13,0.0,3.88,6403,244.12,0
reverse-complement,402.55,332.92,0.0,3.82,6283,244.12,0
reverse-complement,390.97,325.09,0.0,3.62,5940,244.12,0
