Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB)
19.826782226562500000,14.261779785156250000,0.000000000000000000,0.281005859375000000,504.655,2.75
19.660705566406250000,14.079345703125000000,0.000000000000000000,0.281799316406250000,505.315,2.75
19.670715332031250000,14.109069824218750000,0.000000000000000000,0.280090332031250000,503.264,2.75
21.887451171875000000,15.531494140625000000,0.000000000000000000,0.319763183593750000,574.236,2.75
20.209838867187500000,14.441223144531250000,0.000000000000000000,0.289978027343750000,521.189,2.75
20.092834472656250000,14.492980957031250000,0.000000000000000000,0.282165527343750000,506.209,2.75
19.926879882812500000,14.321350097656250000,0.000000000000000000,0.282226562500000000,507.230,2.75
21.860961914062500000,15.539489746093750000,0.000000000000000000,0.318176269531250000,572.647,2.75
21.879394531250000000,15.566589355468750000,0.000000000000000000,0.318237304687500000,572.801,2.75
21.925048828125000000,15.565856933593750000,0.000000000000000000,0.318908691406250000,572.656,2.75
