Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,31.0,943.33,0.03,148.5,0.0
C++,279.72,11307.67,0.02,148.5,0.0
C#,279.54,5840.83,0.05,148.5,0.0
Rust,23.34,1019.17,0.02,148.5,0.0
Java,159.41,4646.33,0.03,148.5,0.0
