Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,1.13,47.33,0.02,0.0,0.0
C++,1.09,47.33,0.02,0.0,0.0
C#,4.09,178.33,0.02,0.0,0.0
Rust,2.34,105.5,0.02,0.0,0.0
Java,2.85,100.17,0.03,0.0,0.0
