Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,421.75,11138.0,0.04,12.23,0.0
C++,353.44,10386.17,0.03,12.23,0.0
C#,399.67,10736.5,0.04,12.23,0.0
Rust,343.62,9974.17,0.03,12.23,0.0
Java,339.51,9648.33,0.04,12.23,0.0
