Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
fannkuch-redux,313.59,283.11,0.0,1.53,2753.87,2.0,0
fannkuch-redux,314.53,284.15,0.0,1.53,2741.62,2.0,0
fannkuch-redux,313.87,283.64,0.0,1.52,2732.38,2.0,0
fannkuch-redux,314.21,283.74,0.0,1.53,2749.1,2.0,0
fannkuch-redux,313.46,283.15,0.0,1.52,2739.58,2.0,0
fannkuch-redux,313.2,282.95,0.0,1.52,2730.42,2.0,0
fannkuch-redux,313.09,282.59,0.0,1.53,2755.02,2.0,0
fannkuch-redux,259.49,225.79,0.0,1.69,3042.93,2.0,0
fannkuch-redux,212.02,175.82,0.0,1.82,3271.12,2.0,0
fannkuch-redux,212.16,175.86,0.0,1.82,3277.37,2.0,0
