Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
binary-trees,48.12,10.79,0.0,2.84,3364,131.25,0
binary-trees,48.5,10.87,0.0,2.85,3391,131.25,0
binary-trees,48.74,10.89,0.0,2.85,3411,131.25,0
binary-trees,48.89,11.32,0.0,2.83,3385,131.25,0
binary-trees,47.85,11.17,0.0,2.76,3304,131.25,0
binary-trees,47.14,11.13,0.0,2.73,3243,131.25,0
binary-trees,47.77,10.92,0.0,2.78,3320,131.25,0
binary-trees,48.03,11.03,0.0,2.81,3334,131.25,0
binary-trees,47.93,10.79,0.0,2.79,3346,131.25,0
binary-trees,46.62,10.56,0.0,2.74,3248,131.25,0
binary-trees,46.72,10.73,0.0,2.71,3241,131.25,0
binary-trees,48.05,10.87,0.0,2.8,3349,131.25,0
binary-trees,48.03,10.92,0.0,2.8,3343,131.25,0
binary-trees,48.27,10.98,0.0,2.82,3360,131.25,0
binary-trees,47.81,10.93,0.0,2.81,3324,131.25,0
binary-trees,47.93,10.99,0.0,2.81,3328,131.25,0
binary-trees,49.5,11.14,0.0,2.87,3457,131.25,0
binary-trees,46.67,11.08,0.0,2.73,3206,131.25,0
binary-trees,48.46,11.18,0.0,2.79,3359,131.25,0
binary-trees,47.63,11.28,0.0,2.73,3275,131.25,0
binary-trees,48.12,11.25,0.0,2.78,3323,131.25,0
binary-trees,48.67,11.2,0.0,2.8,3375,131.25,0
binary-trees,46.72,10.74,0.0,2.72,3242,131.25,0
binary-trees,47.54,10.77,0.0,2.78,3314,131.25,0
binary-trees,48.03,10.94,0.0,2.76,3344,131.25,0
binary-trees,48.65,10.91,0.0,2.81,3401,131.25,0
binary-trees,46.91,10.86,0.0,2.7,3246,131.25,0
binary-trees,48.37,10.99,0.0,2.81,3366,131.25,0
binary-trees,48.65,11.16,0.0,2.84,3376,131.25,0
binary-trees,48.43,11.09,0.0,2.79,3364,131.25,0
binary-trees,47.41,11.04,0.0,2.75,3277,131.25,0
binary-trees,48.26,10.94,0.0,2.82,3362,131.25,0
binary-trees,46.38,10.99,0.0,2.72,3188,131.25,0
binary-trees,47.98,10.82,0.0,2.77,3349,131.25,0
binary-trees,47.1,10.95,0.0,2.73,3255,131.25,0
binary-trees,48.52,10.86,0.0,2.86,3393,131.25,0
binary-trees,47.54,10.87,0.0,2.82,3303,131.25,0
binary-trees,48.67,10.87,0.0,2.87,3406,131.25,0
binary-trees,47.08,11.09,0.0,2.75,3241,131.25,0
binary-trees,48.15,10.8,0.0,2.8,3366,131.25,0
binary-trees,46.78,10.71,0.0,2.73,3249,131.25,0
binary-trees,47.59,10.9,0.0,2.77,3306,131.25,0
binary-trees,49.32,11.21,0.0,2.85,3435,131.25,0
binary-trees,47.02,11.0,0.0,2.74,3244,131.25,0
binary-trees,47.84,10.69,0.0,2.81,3347,131.25,0
