Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
n-body,137.75,96.72,0.0,2.08,3708,42.27,0
n-body,136.78,95.85,0.0,2.07,3697,42.27,0
n-body,138.31,97.21,0.0,2.08,3713,42.27,0
n-body,136.16,95.41,0.0,2.06,3683,42.27,0
n-body,137.73,96.64,0.0,2.08,3711,42.27,0
n-body,138.03,96.86,0.0,2.08,3719,42.27,0
n-body,135.14,94.6,0.0,2.05,3665,42.27,0
n-body,137.15,96.28,0.0,2.07,3691,42.27,0
n-body,135.61,94.99,0.0,2.06,3671,42.27,0
n-body,135.57,94.89,0.0,2.06,3675,42.27,0
